TEGDMA,h,noz,sub,vF,vS,critLength,max x,mean x,median x,ster x,max y,mean y,median y,ster y,max x/y,mean x/y,median x/y,ster x/y,max x/max y,mean x/meany,median x/median y,ster x/ster y
20,150,FDTS,film,1.9,1.5,2,10.187706180648307,2.522741608228703,2.1248562335220735,0.00945416349926731,16.620809035846197,5.890721958820827,5.7855911779178575,0.014562900147608474,968.4909909396657,1.168123320075332,0.35767325275627115,0.05483185483801934,0.6129488738289708,0.4282567783480467,0.36726691675556233,0.6491951056067549
20,150,FDTS,film,1.9,2.5,2,5.483359186035338,1.5654741983893836,1.4929382924034909,0.008905812780170354,8.462101748733378,2.785269781940036,2.6262004934114196,0.011318099500650587,5093.660154017099,2.283166559652896,0.47091406674118524,0.4471814676538375,0.6479902214430472,0.5620547813860161,0.5684784144047481,0.7868646833912735
20,150,FDTS,film,1.9,3.5,2,7.117053600939902,2.267820326266464,2.2380703149801353,0.013261617012179754,10.638313984016277,2.7419316972818786,2.319827306535558,0.01936304035007987,4033.6014834134858,5.536619313255804,0.8478784225701785,0.4781356046392096,0.6690020252864358,0.8270885553110572,0.9647572940774118,0.6848933211113745
20,150,FDTS,film,1.9,7.5,2,7.137871624351621,1.8245688756154639,1.6025732916595778,0.010039941080911578,36.65260377447856,8.582845761396412,4.993999381972188,0.06057965944746955,9391.12237555902,2.071112506524458,0.19633383479528546,0.4997383920193913,0.19474391691980603,0.21258320682190732,0.32089977773018935,0.16573122352425096
20,150,FDTS,film,1.9,8.5,2,5.59623830967311,1.0529441915207856,0.8472745868102062,0.007686900409931159,13.032610485348414,5.263026765636171,4.0794002018323745,0.027208461597640454,2199.9225706583543,1.2621387356197131,0.1737139950187208,0.202636687399671,0.4294027137513656,0.20006438089879452,0.20769587314076948,0.28251874448490594
20,150,FDTS,film,1.9,9.5,2,13.014358396592892,3.471174313137001,3.0417876954420375,0.014942812080470446,32.4318378473583,7.81661975423428,4.1626571274705615,0.05381143558587066,52061.351175950345,7.3337167251400945,0.6710406996271618,2.3428347550804847,0.40128340730628564,0.4440761380591219,0.7307322227834748,0.2776884117247747
20,150,FDTS,film,2.1,4.5,2,9.781171475086778,1.9858740352947728,1.6064422777345453,0.01760203254057501,28.177044933633585,6.026571657986469,3.6779301099817823,0.05786509856524909,1567.942379911435,1.6852179682114172,0.31296907073441693,0.21041508169841142,0.347132621540858,0.32951969179078355,0.4367789027243104,0.3041908331103391
20,150,FDTS,film,2.1,5.5,2,16.832651930476015,5.598490290261186,4.768331716236053,0.030380050802725656,73.433552748246,20.37994119893464,14.683256997792657,0.14596393102099806,1387.2122401800077,1.287437381166381,0.38683733999854897,0.16302162751347204,0.22922290016641025,0.2747059098754341,0.32474618655471865,0.20813395878160645
20,150,FDTS,film,2.1,6.5,2,4.678677260875702,0.8887014313193187,0.4977826050629741,0.01373043095995375,7.778192777382699,4.4958883839470625,4.446176718332265,0.022607658534993875,14.319948427935618,0.2691392406519014,0.11174497167089315,0.006976750575665182,0.6015121243176542,0.19766981637989497,0.1119574494217786,0.6073353832154149
20,150,FDTS,film,2.1,1.5,2,9.14405616597082,2.5082201286458137,2.0450525888266844,0.01266439166562529,17.949055081919617,4.951248812760012,4.422294404962084,0.018945480963867837,11976.763576390593,2.3202106069634714,0.45401505542539483,0.5114867194973787,0.509444988844108,0.506583333518163,0.46244152956709766,0.6684650386959496
20,150,FDTS,film,2.1,2.5,2,5.868920410613212,2.1935967215769048,2.251928518276247,0.011724594584988595,8.139242477160126,2.5524068406023535,2.426003616824925,0.014221506239571309,128509.23242397251,15.9038098586785,0.8656015166762794,11.355413770503585,0.7210646970012552,0.8594228344330986,0.9282461504420584,0.824427060501154
20,150,FDTS,film,2.1,3.5,2,4.216936929188162,1.828044008164362,2.0718893546089356,0.015436595599212968,5.00932748568852,1.8192176732002514,2.0424126485246625,0.01429308655984591,3788.099145306973,5.436452095696833,1.0932704350207167,0.8192938223024221,0.8418169786734465,1.0048517201070195,1.014432297070607,1.0800043457778783
20,150,FDTS,film,2.1,7.5,2,4.420645565407009,1.4629099667881533,1.0752635498682117,0.017186258188869655,14.180001252417343,5.074369547480949,3.534151585052399,0.050678839269353564,536.4984793263006,1.6493831205090461,0.24944092565833717,0.19834786847826838,0.3117521279945865,0.28829393545339643,0.3042494143194114,0.3391209908641792
20,150,FDTS,film,2.1,8.5,2,3.736169661873795,0.6576956819224934,0.4803263535620398,0.009669081728205225,13.905079475675057,5.225786246096128,3.9939101696039505,0.050407277464439536,246.0683114222326,0.5761897516391715,0.11075041221614672,0.09794158103615459,0.26869099658219775,0.12585583316076474,0.12026468627602373,0.19181916212448497
20,150,FDTS,film,2.1,9.5,2,10.553003860499969,3.52012862404913,3.135696393878836,0.01541126536556598,34.811709463596344,12.257156267932858,9.550664215266018,0.06314363658215282,2501.0542896731768,1.3920384169775997,0.31830094449507884,0.14671984545966676,0.3031452354138358,0.2871896667629572,0.32832233687649304,0.2440668007062787
20,150,FDTS,film,2.3,4.5,2,6.969491962735192,2.1542903171728813,2.18154930632715,0.01207033196418939,7.751405267376986,2.729357962890001,2.511517863999396,0.015492847546013154,59727.844923355486,10.051548396211086,0.7271841292185389,4.59986950029813,0.8991262516059377,0.7893029593273998,0.8686178735170145,0.7790906047671983
20,150,FDTS,film,2.3,5.5,2,3.8944771089012433,1.0342182669132243,0.7522560534841781,0.013069319245276408,8.856926254511375,3.3527316135753398,2.9230729962061894,0.02455351781870627,1021.2698290421484,2.2431773312084013,0.20529534710649724,0.31814141605851093,0.43970978158676066,0.3084703418328012,0.2573511008656026,0.5322788914311682
20,150,FDTS,film,2.3,6.5,2,3.0181136868501963,0.8852938904047732,0.6459347826281661,0.011816187877274734,10.772471376939823,3.496385817956202,3.180806083898795,0.02746346276781111,697.3762065800099,1.1775691919688323,0.18389028004029664,0.2548103379872815,0.2801691070918922,0.2532025744579493,0.20307266950282846,0.4302512023765642
20,150,FDTS,film,2.3,1.5,2,9.834906377290425,2.345063909864147,1.552490671802508,0.011514151639534564,22.012675263379748,9.693927952938603,9.99900112967742,0.02805338388950116,10183.081217959405,1.159480208350618,0.16419899723753284,0.27947284056048516,0.4467837852335813,0.24191059818566812,0.15526457609797203,0.41043717524015627
20,150,FDTS,film,2.3,2.5,2,5.511482779217059,2.5113335101524443,2.4994540098936886,0.00924317071658606,7.528230960457293,2.441000360582988,2.331319097642129,0.01251665786829966,8575.182953447595,6.615609849930132,1.0904366947490787,0.8705762639987863,0.732108619962195,1.0288132483326051,1.0721200767503725,0.7384695510449155
20,150,FDTS,film,2.3,3.5,2,6.182128855272343,2.664394720936807,2.7837823877895347,0.015710729876961538,7.138860471938785,1.5768565030133972,1.3210552446053998,0.01311373696714455,143150.37443873775,27.752613369754627,2.310862551501483,18.285161489780066,0.8659825863767567,1.6896874990496011,2.1072414640926334,1.1980360683094036
20,150,FDTS,film,2.3,7.5,2,6.912647116693232,1.75590879680069,1.5610881448141294,0.010903443941133293,18.88049952791016,6.135550684417816,4.76819181017121,0.037903921862464836,19853.578338989373,6.3160725435590335,0.27068676480533194,1.778937959550499,0.3661262831777617,0.28618601444530367,0.3273962556380625,0.28766004691273545
20,150,FDTS,film,2.3,8.5,2,3.4097657767809766,0.6639382256884712,0.43202301782041197,0.007862262527580008,14.399468584427195,5.1508998121665766,4.378928409704683,0.03534427884767685,2025.4603027083876,1.4894230297574098,0.0857153826777171,0.32821911831411804,0.23679802881535408,0.1288975227435466,0.09865952977512775,0.2224479543482548
20,150,FDTS,film,2.3,9.5,2,13.674558213177676,3.0975395161329393,2.4391548221694377,0.020794689704309425,15.116682718061254,4.666010905237957,3.7444918787385095,0.027760379802486697,32816.81947471867,5.581569399240882,0.7074128297216249,2.0435640926291376,0.9046004648122604,0.6638517523942589,0.651398080476321,0.7490779972126569
20,150,FDTS,film,2.5,4.5,2,3.7987837782593665,1.2712374896844025,1.1341333903010549,0.014086629350609621,5.142956585917142,2.376452666969753,2.4319029941490666,0.018222414263297543,1013.5541150517449,3.059842182655215,0.3756810427933307,0.4186803278965453,0.7386381189103369,0.5349307004314858,0.4663563444058726,0.7730385857258243
20,150,FDTS,film,2.5,5.5,2,2.6195010086071755,0.7156422488853079,0.6104548462153961,0.009351352910184895,7.993256942305023,2.979566679747562,2.6712335850070987,0.01955926503209928,749.2927268450659,1.0992851234207424,0.19897797756000735,0.3372303399290306,0.32771385025085753,0.2401833305995821,0.22852918952566023,0.4781034918662903
20,150,FDTS,film,2.5,6.5,2,5.26871085309693,1.3330269068748333,0.8814735647948078,0.016338072095061308,14.018060964336128,4.966208664560294,3.5074479338762004,0.03985038724911098,201.58804422328492,0.6110316885116793,0.20670358357695395,0.05992342423738632,0.375851615034437,0.26841943158521286,0.2513147968017479,0.40998527800820284
20,150,FDTS,film,2.5,1.5,2,8.714053851797392,2.195062490427866,1.4650703963676566,0.010710852054484098,25.006605499669124,9.068039494433334,8.437834739685059,0.02634577474908928,1873.0486225792029,0.7661159561843034,0.17589793803812245,0.06940068413151852,0.3484700813116235,0.24206582820634664,0.17363108446259284,0.4065491395296451
20,150,FDTS,film,2.5,2.5,2,7.721577912735933,2.4706433025797376,2.4109826265836998,0.010864222256231069,9.469435910775767,2.3951439615902825,2.2979776774382317,0.012399254012219526,8603.561171207291,7.050606649319665,1.0412612104934886,0.7940702169961891,0.8154211069689109,1.03152183843652,1.0491758254464183,0.8761996685868622
20,150,FDTS,film,2.5,3.5,2,5.048217182655689,1.6645378309271843,1.744688366674454,0.017078864101303024,5.154814577501108,2.1342027053597143,2.2384504627598876,0.014608704164869481,1598.4837694132095,3.6654507334484467,0.6797847954624526,0.4871269869004659,0.9793208090722257,0.7799342708857783,0.7794179034560131,1.1690882304519314
25,100,FDTS,film,1.5,4.5,2,4.372438358633142,1.8891546767108565,2.138250643191369,0.021729960452165815,6.859155223557823,1.8770450994334402,1.539340195858753,0.02904555883632562,800.7269938301813,3.2693032724506286,1.6052530384046215,0.42482755544641393,0.6374601851283328,1.006451404540611,1.3890695825028472,0.7481336673401993
25,100,FDTS,film,1.5,5.5,2,3.4699420039085123,1.5052284021897677,1.287072790968412,0.021226360876007738,5.310859130284765,2.404952995809961,2.502984190114627,0.024629294994694233,713.7611976595084,2.648610175365433,0.46792869111347957,0.4307714176748284,0.6533673589874444,0.625886828063691,0.51421530988954,0.8618338803680912
25,100,FDTS,film,1.5,6.5,2,2.635019072919692,0.7747895513113787,0.5394903361601264,0.018772363962635912,6.0918593947824675,2.8910267265068006,2.6995187637053037,0.02800023010483295,304.48916868471366,0.7912710915516151,0.1952347122717519,0.24843460090689437,0.43254758558224815,0.2679980590312804,0.1998468554519818,0.6704360604306508
25,100,FDTS,film,1.5,1.5,2,7.192666293759094,2.7999410922567907,2.6186065632163693,0.01649355138447905,7.6996359644751795,2.534474070726945,2.2942243477231576,0.0168633745033746,83016.11692674467,15.61221054395363,1.1603479055923507,8.310879893269542,0.9341566701263335,1.1047424491715963,1.1413907998209225,0.9780694475579877
25,100,FDTS,film,1.5,2.5,2,5.372074972642095,1.7235593337258472,2.040338313893268,0.01490695096703798,6.127754154173951,2.042602174757618,2.0316136834260665,0.01574741532963791,3005.100891801016,6.01092360500432,1.1274780628419772,0.6666727245916246,0.8766792592328265,0.8438056881685101,1.004294433798304,0.9466284247283356
25,100,FDTS,film,1.5,3.5,2,3.397752351722895,1.548587428988165,1.801629368748535,0.01818558479668115,5.155335376213902,1.94079922435312,2.089514127168256,0.023002303189364103,2114.7669069752114,4.274841912255616,0.7696662016598562,0.8846071228901936,0.6590749396052323,0.7979122258276451,0.8622240669844778,0.7905984303819573
25,100,FDTS,film,2.5,4.5,2,6.764226894755006,2.311098636161482,2.2239532569573126,0.018474406413316043,8.145968763055096,2.4109419182538536,2.479930798303096,0.01685610181053564,10585.75708274029,8.476154027106146,0.7636484439526279,1.8132219200289779,0.8303772198873648,0.9585874378240169,0.8967803692260538,1.0960070496114889
25,100,FDTS,film,2.5,5.5,2,3.9692863206920985,1.3985039843775182,1.2293433114778085,0.013666225835506068,8.84316910887061,3.10704134347623,2.7616060355247125,0.02658293120581853,2474.0501890925775,3.414886101658307,0.3181141752199298,0.7113132338526276,0.44885337731588726,0.45010794185726527,0.44515520884000026,0.5140977768664869
25,100,FDTS,film,2.5,6.5,2,2.5960367758933223,0.8319414468961532,0.6353437619293225,0.013662777054445973,6.031789724293669,2.727737034478763,2.5653576003609677,0.01680116865495867,8343.697893782148,4.607095121454952,0.23736860211549315,3.699606774247772,0.43039245307864604,0.3049932733179051,0.24766284507077074,0.8132039702139151
25,100,FDTS,film,2.5,1.5,2,13.96032222635508,2.2038527405599107,1.759853793124788,0.013632967972784663,10.888084258763156,3.7446176327373717,3.2879540132924845,0.013795901669618514,15315.796748365388,3.7792286152588783,0.4011948586594181,0.9670212215639684,1.2821651536283132,0.5885387926640887,0.5352428245681299,0.9881897029468784
25,100,FDTS,film,2.5,2.5,2,9.789600262516423,2.808854707253643,2.384168555469889,0.01676360834322912,10.087479118453828,2.7046894825137926,2.44564327323123,0.01311052807140931,1.0601609173209674e6,69.71228039089306,0.7736057523220708,60.21097483164779,0.970470436425244,1.0385128220497375,0.9748635794785723,1.2786371572466435
25,100,FDTS,film,2.5,3.5,2,5.285355465767126,2.1220375487810608,2.19553985118646,0.01304270944954636,4.407662329318477,1.8205576294403158,2.0429414029182063,0.011027767399046392,1252.9031303982074,6.027809453326632,1.241646252280102,0.4536571540054323,1.1991289420268183,1.1655975699233576,1.074695460207658,1.18271532011767
25,100,FDTS,film,3.5,4.5,2,6.103746602409764,1.8100249923763327,1.7443609644695626,0.011492895804828863,10.203950875879903,3.6825261742115982,3.156193970727097,0.021648650042421325,1353.0425967243325,3.062651742548994,0.39168253311327367,0.2657441881337672,0.5981748321464189,0.4915172104007776,0.5526786314935237,0.5308827932600005
25,100,FDTS,film,3.5,5.5,2,6.0103019930133055,1.4219909032112787,1.2058711942611118,0.01159060549773086,11.04297586334379,3.0931662138225198,2.885149371143526,0.01680615263723522,4561.487160915691,4.06908190121168,0.3741496764382188,0.7753052916519392,0.5442647043143495,0.45972017179574365,0.4179579769151314,0.6896644192110366
25,100,FDTS,film,3.5,6.5,2,6.4538600206216,1.381524184401037,0.9837686634746474,0.01613907209179517,13.987584492638033,4.183801182528531,3.3230441266930404,0.03505363951067055,5646.032865636208,2.929933939219598,0.23620616912761624,0.8929027958646263,0.4613991803959007,0.3302078956739757,0.29604441769891704,0.46041073957191614
25,100,FDTS,film,3.5,1.5,2,15.072512099617406,3.3084776198121526,2.1036376435505715,0.014746330098614424,23.469635922657815,10.864473188470683,10.76268410118983,0.02596182995675187,489.03883485313185,0.5518359784530888,0.23028530868936392,0.01421762754674476,0.6422132899414199,0.3045225997081101,0.19545660020979444,0.5680004114956219
25,100,FDTS,film,3.5,2.5,2,7.491261792810339,2.5339400906534433,2.2445016989582465,0.01030191716288861,11.1832631653861,3.914143717575537,3.566524246805592,0.014520821480577949,8255.9386211959,5.214413149209101,0.5208557964359481,0.5264311172943491,0.669863677714116,0.6473804421834038,0.629324671202941,0.7094582890277761
25,100,FDTS,film,3.5,3.5,2,6.522464255099114,2.149486088928958,2.1846058980187166,0.009366348608043624,7.10716967738622,2.384622846473334,2.3306476101211,0.010964858179066936,210701.69380344453,18.946624610113403,0.8142353917562732,11.780473392279605,0.9177302007932163,0.9013945715180393,0.9373385699887958,0.8542152078104363
25,100,FDTS,film,4.5,4.5,2,7.414592262945677,2.468515398941575,2.344697427984915,0.011951364546364505,7.089454715287214,2.4326061634141634,2.356437993677039,0.011244425087639042,22648.037550622386,12.580612163964258,0.9936384911903706,2.2023773038184578,1.0458621375995756,1.0147616314007084,0.9950176640660068,1.0628702181939562
25,100,FDTS,film,4.5,5.5,2,5.6180916060685,1.4253068160370663,1.052169918359788,0.00895893132249294,10.651745450831992,3.2999917972138584,3.0175002755912645,0.013419889798548823,32541.825508966245,5.2777997363222955,0.2817926566872067,1.915443378249309,0.5274338963507318,0.43191222997597595,0.3486892534429414,0.6675860574847436
25,100,FDTS,film,4.5,6.5,2,15.770601303316653,1.9980223231592797,1.645588834034769,0.021392791876890443,48.69627288689738,6.069697588870452,2.5017733209227258,0.10779322727475191,4898.089608579288,4.272705206596663,0.39294397703736095,0.6786125823353226,0.3238564343506466,0.3291798798712646,0.6577689594306765,0.19846137292431928
25,100,FDTS,film,4.5,1.5,2,15.36039501642303,4.821672928439444,4.233155621776292,0.014335568415165532,13.75565539942643,5.257820108285768,4.984015449416106,0.013600476367408802,1.4024265762019923e6,33.582611177444434,0.8483429799053183,27.200276752292332,1.1166603531710684,0.9170479075236899,0.8493464084811815,1.0540489926895689
25,100,FDTS,film,4.5,2.5,2,12.799677597848993,3.4302661242291212,2.8735382219678476,0.013550182992688835,9.858103433329807,2.8605459565452986,2.5265475980153207,0.011078080114555746,10293.301624349471,8.364347067196263,1.4232895124992508,0.5915028263902905,1.2983914892365458,1.1991648364817316,1.1373378535298913,1.2231526449140708
25,100,FDTS,film,4.5,3.5,2,6.893540915433735,1.8254780372870103,1.5445210939444198,0.00947158368300616,10.096979389074416,3.171456295000599,2.844975070519083,0.01264043442146081,16877.183960593808,4.193549689328204,0.46836256023614903,0.9649338587573462,0.6827329887285886,0.5755961512585389,0.5428944210968473,0.7493083993161973
25,100,FDTS,film,5.5,4.5,2,4.853965510990089,1.6217971585939617,1.5011868724188564,0.008654136022357692,8.763376827764887,3.019221495038414,2.7623585313423824,0.013451090880541616,2027.3101164189115,2.6070038354481944,0.4564442625383801,0.19893311615404022,0.5538921361468032,0.5371573967855999,0.5434438923789328,0.6433780054877771
25,100,FDTS,film,5.5,5.5,2,6.851209073866668,2.062999055214064,2.020244762301445,0.010310596696153862,11.06996286542792,3.7383665526084666,3.1871422054736236,0.01691493816187629,14367.359044284087,4.697813622526911,0.4487564019467602,0.9050526342251488,0.6189008181105429,0.5518450441342074,0.6338734301945675,0.6095556837087579
25,100,FDTS,film,5.5,6.5,2,5.423404597922375,2.2928428120371773,2.3621621476976493,0.008608340438246093,10.748994594832,2.254725719980089,2.1099147467726937,0.013256770873833264,15749.231670156785,10.84113774967458,1.259250512045627,1.6236712419986845,0.5045499418643199,1.0169054230052537,1.119553361722691,0.6493542447231682
25,100,FDTS,film,5.5,1.5,2,19.0035120954639,4.444199173128752,3.106016207192289,0.014363480494074269,25.31527704941599,10.62327162739534,10.80659467609305,0.023936431698007743,5630.568693023779,1.661591157238252,0.36233426498707255,0.18739893227612023,0.7506736765459299,0.41834562166969647,0.2874185902487479,0.6000677408934665
25,100,FDTS,film,5.5,2.5,2,12.92664070113709,3.0962710667112354,2.4639357074459225,0.011964033654902432,15.445986786171009,5.297216688560313,4.6229135083778035,0.014826015089698509,16894.379774907266,2.084753566042257,0.567863567263937,0.40403240269598584,0.8368931606694419,0.5845090447966449,0.5329833021925877,0.8069621933148676
25,100,FDTS,film,5.5,3.5,2,9.404256337279117,2.716651958453369,2.433743560936354,0.009243902833490284,15.003161571544954,4.3779205131241525,3.811429753701364,0.015008844251691085,46650.14957705727,5.668008554408373,0.5537831591241711,1.2319533906555233,0.6268183070903709,0.6205347836511366,0.6385382174688886,0.6158970456668407
25,150,0,film,1.5,4.5,2,10.366228713801032,3.3950758596254,3.041149355078998,0.01902627263257835,19.8811705645762,4.869093357344088,3.525933120987917,0.038482143927423475,18362.228877424066,7.93547554305672,0.8421631641363361,1.8172472035325091,0.5214093747714903,0.6972706437235555,0.8625090864533786,0.49441820779168405
25,150,0,film,1.5,5.5,2,9.38447555743585,2.1514622674668518,1.8510223092361082,0.016957559187268077,19.38724292104744,4.7880396087971615,3.6786988588072758,0.03496007220622865,2834.036161455476,2.0141964592913837,0.4070844323790716,0.3312365684846637,0.48405415848210936,0.4493409502114241,0.5031731001314566,0.48505503899522384
25,150,0,film,1.5,6.5,2,7.824282398888546,2.3603070179196086,2.2840648012015183,0.014567783811652225,11.193790518727742,3.0603253768818326,2.508826815823436,0.021641150689062225,5818.322178471734,4.1599996901885765,0.7504132601256039,0.6462900636160452,0.6989841721442037,0.7712601528418285,0.9104115066036763,0.6731519973665269
25,150,0,film,1.5,1.5,2,5.680497706474661,1.5635377495400218,1.4326119994810362,0.009528148958445426,19.66595785226598,7.278625711721054,5.828683924046862,0.03953303530788195,105.62464787380571,0.33955702439330127,0.21076933430735878,0.012372273118249557,0.28884927696619334,0.2148122202550127,0.24578653057007283,0.24101738923511748
