TEGDMA,h (um),nozzle,substrate,vf (mm/s),column,dependent variable,line index,vs (mm/s),period (s),stder period (s),period (mm),stder period (mm),top value,stder top value,bot value,stder bot value,amplitude,stder amplitude
20,150,FDTS,film,1.5,6,up right Si dist (mm),1,4.5,,,,,0.609346764,0.001276372,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),1,4.5,,,,,0.509389934,0.002470471,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),1,4.5,,,,,0.017468319,0.001128178,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),1,4.5,,,,,0.175132627,0.001261678,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),1,4.5,,,,,-0.008075072,6.72E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),1,4.5,,,,,0.029408975,0.001416663,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),1,4.5,,,,,0.066455917,0.002448451,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),1,4.5,,,,,-2.866424824,0.122842846,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),1,4.5,,,,,386.6874725,2.693900791,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),1,4.5,,,,,154.6833374,3.767074001,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),1,4.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),1,4.5,,,,,516.0073666,13.07941783,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),1,4.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),1,4.5,,,,,87.64788983,8.906756685,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),1,4.5,,,,,80.44594569,3.286650574,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),1,4.5,,,,,1.130109706,0.089890197,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),1,4.5,,,,,158.4387058,1.061652582,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),1,4.5,,,,,4.776265346,0.153823358,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),1,4.5,,,,,70.7635627,0.128471208,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),1,4.5,,,,,-0.033743735,0.001637751,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),1,4.5,,,,,0.015437193,0.000702938,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,1,4.5,,,,,241.9313751,5.41174366,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),2,4.5,,,,,0.609346764,0.000287982,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),2,4.5,,,,,0.513933426,0.002887973,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),2,4.5,,,,,0.014399457,0.000293892,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),2,4.5,,,,,0.169980873,0.000570364,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),2,4.5,,,,,-0.008097014,1.80E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),2,4.5,,,,,0.02743312,0.000702046,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),2,4.5,,,,,0.058244415,0.001040457,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),2,4.5,,,,,-2.866424824,0.092341977,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),2,4.5,,,,,384.4317077,4.050217969,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),2,4.5,,,,,147.0158674,1.090613895,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),2,4.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),2,4.5,,,,,559.8544506,4.48258936,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),2,4.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),2,4.5,,,,,86.90911984,1.711620293,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),2,4.5,,,,,88.40641158,1.089682827,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),2,4.5,,,,,0.410204404,0.101616765,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),2,4.5,,,,,151.0350751,0.88307408,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),2,4.5,,,,,5.835221264,0.08075433,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),2,4.5,,,,,71.15955178,0.091356407,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),2,4.5,,,,,-0.02465675,0.00065649,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),2,4.5,,,,,0.013184801,0.000175886,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,2,4.5,,,,,237.8537292,4.155959049,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),3,4.5,,,,,0.609346764,0.000478262,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),3,4.5,,,,,0.518476918,0.000431286,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),3,4.5,,,,,0.01382752,0.000296941,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),3,4.5,,,,,0.166470246,0.000516697,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),3,4.5,,,,,-0.008092198,1.27E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),3,4.5,,,,,0.024451386,0.000767685,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),3,4.5,,,,,0.057723329,0.000641199,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),3,4.5,,,,,-2.866424824,0,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),3,4.5,,,,,363.5591233,1.87610014,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),3,4.5,,,,,145.6160918,1.679406617,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),3,4.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),3,4.5,,,,,527.1527756,3.612861775,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),3,4.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),3,4.5,,,,,94.05694694,2.724484534,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),3,4.5,,,,,89.73241043,1.672746923,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),3,4.5,,,,,0.116257524,0.027685613,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),3,4.5,,,,,148.1967803,0.294469971,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),3,4.5,,,,,5.72997174,0.056553221,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),3,4.5,,,,,70.62540521,0.074641605,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),3,4.5,,,,,-0.020113258,0.000475676,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),3,4.5,,,,,0.013661898,0.000125583,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,3,4.5,,,,,219.4716117,3.352449717,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),4,5.5,,,,,0.609346764,0.000517933,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),4,5.5,,,,,0.504846442,0.001790447,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),4,5.5,,,,,0.012213496,0.000220143,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),4,5.5,,,,,0.161015783,0.000463195,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),4,5.5,,,,,-0.008103805,1.00E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),4,5.5,,,,,0.027509598,0.000313637,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),4,5.5,,,,,0.050859628,0.000254641,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),4,5.5,,,,,-2.866424824,0,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),4,5.5,,,,,391.7214756,2.158654223,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),4,5.5,,,,,145.2768235,1.20008156,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),4,5.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),4,5.5,,,,,553.1120254,3.582168149,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),4,5.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),4,5.5,,,,,89.65993599,6.136232597,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),4,5.5,,,,,89.13191205,1.065966743,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),4,5.5,,,,,1.267697814,0.334734184,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),4,5.5,,,,,155.1387921,0.619677146,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),4,5.5,,,,,5.410599168,0.150322898,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),4,5.5,,,,,70.82284589,0.071912456,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),4,5.5,,,,,-0.038287227,0.000734985,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),4,5.5,,,,,0.012530062,9.70337E-05,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,4,5.5,,,,,248.1621173,2.789174268,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),5,5.5,,,,,0.604803272,0.000556966,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),5,5.5,,,,,0.495759457,0.002509424,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),5,5.5,,,,,0.012412197,0.000195561,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),5,5.5,,,,,0.160102127,0.00037841,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),5,5.5,,,,,-0.008105295,1.15E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),5,5.5,,,,,0.026299598,0.000262597,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),5,5.5,,,,,0.051328738,0.000279156,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),5,5.5,,,,,-2.866424824,0,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),5,5.5,,,,,404.6858927,2.864707518,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),5,5.5,,,,,141.7611776,1.27094187,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),5,5.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),5,5.5,,,,,555.954487,3.445662813,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),5,5.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),5,5.5,,,,,100.22396,2.208120976,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),5,5.5,,,,,92.83978679,1.266858491,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),5,5.5,,,,,0.142269936,0.045945172,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),5,5.5,,,,,159.4948734,0.674479737,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),5,5.5,,,,,5.50276588,0.040559485,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),5,5.5,,,,,71.11987937,0.098696666,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),5,5.5,,,,,-0.036015481,0.000639992,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),5,5.5,,,,,0.012389646,0.000106099,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,5,5.5,,,,,263.4398709,3.755232457,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),6,5.5,,,,,0.609346764,0.000316543,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),6,5.5,,,,,0.500302949,0.002121648,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),6,5.5,,,,,0.012658879,0.000298889,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),6,5.5,,,,,0.158022153,0.000392346,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),6,5.5,,,,,-0.008105489,1.27E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),6,5.5,,,,,0.023320342,0.000202363,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),6,5.5,,,,,0.049936393,0.000347137,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),6,5.5,,,,,-2.866424824,0,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),6,5.5,,,,,401.5457402,2.622197928,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),6,5.5,,,,,138.4733822,1.7166833,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),6,5.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),6,5.5,,,,,588.7123289,3.908294518,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),6,5.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),6,5.5,,,,,94.07696681,1.684205921,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),6,5.5,,,,,95.44226139,1.722733533,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),6,5.5,,,,,0.21947809,0.066967012,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),6,5.5,,,,,158.6566651,0.581489011,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),6,5.5,,,,,5.324905529,0.03922014,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),6,5.5,,,,,71.19925161,0.114313179,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),6,5.5,,,,,-0.033743735,0.000678169,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),6,5.5,,,,,0.012338136,0.000109445,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,6,5.5,,,,,259.495969,3.522971593,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),7,6.5,,,,,0.602199068,0.000389865,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),7,6.5,,,,,0.491215965,0.001610991,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),7,6.5,,,,,0.011188101,0.000292908,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),7,6.5,,,,,0.152572016,0.000357064,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),7,6.5,,,,,-0.008114589,1.77E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),7,6.5,,,,,0.023246804,0.000404586,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),7,6.5,,,,,0.047240986,0.000431391,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),7,6.5,,,,,-2.866424824,0,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),7,6.5,,,,,408.3746095,2.46099847,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),7,6.5,,,,,141.4804249,1.342058887,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),7,6.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),7,6.5,,,,,568.4808321,3.190414704,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),7,6.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),7,6.5,,,,,66.66527419,66.66527419,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),7,6.5,,,,,91.57588313,1.325638164,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),7,6.5,,,,,52.9420819,51.99127155,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),7,6.5,,,,,163.0378271,0.847658792,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),7,6.5,,,,,5.586632805,0.030910855,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),7,6.5,,,,,71.51750501,0.118685552,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),7,6.5,,,,,-0.047374211,0.002680367,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),7,6.5,,,,,0.011513255,0.00014907,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,7,6.5,,,,,264.3021625,3.124978665,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),8,6.5,,,,,0.602199068,0.00054623,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),8,6.5,,,,,0.491215965,0.001849344,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),8,6.5,,,,,0.011564811,0.000315635,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),8,6.5,,,,,0.150341001,0.000303549,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),8,6.5,,,,,-0.008115762,1.91E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),8,6.5,,,,,0.023857108,0.001937633,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),8,6.5,,,,,0.049301207,0.001677089,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),8,6.5,,,,,-2.580184811,0.132940827,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),8,6.5,,,,,401.7153108,1.856856133,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),8,6.5,,,,,130.8316554,3.490235153,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),8,6.5,,,,,551.3695285,27.12258758,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),8,6.5,,,,,555.4006826,4.598267259,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),8,6.5,,,,,35.01136315,15.75707352,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),8,6.5,,,,,84.12301429,3.598344666,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),8,6.5,,,,,103.7005975,4.285893928,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),8,6.5,,,,,0.376756545,0.046410184,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),8,6.5,,,,,161.8163954,0.415625546,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),8,6.5,,,,,5.791798812,0.03789746,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),8,6.5,,,,,71.35823315,0.202491199,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),8,6.5,,,,,-0.042830719,0.000860393,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),8,6.5,,,,,0.011456655,0.000196357,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,8,6.5,,,,,273.41495,4.542495893,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),9,6.5,,,,,0.60674256,0.000372061,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),9,6.5,,,,,0.488944219,0.004644128,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),9,6.5,,,,,0.013087934,0.000633542,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),9,6.5,,,,,0.147514146,0.00047942,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),9,6.5,,,,,-0.008120458,2.66E-06,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),9,6.5,,,,,0.036031248,0.001757333,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),9,6.5,,,,,0.060774077,0.002139323,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),9,6.5,,,,,-1.641953657,0.094875281,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),9,6.5,,,,,413.8417663,2.830307329,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),9,6.5,,,,,110.2605582,6.57298448,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),9,6.5,,,,,575.0202135,13.41691194,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),9,6.5,,,,,603.237654,3.550353755,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),9,6.5,,,,,17.49279537,10.70043963,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),9,6.5,,,,,83.19044041,14.7752466,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),9,6.5,,,,,120.794774,7.597520299,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),9,6.5,,,,,0.287207337,0.21275926,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),9,6.5,,,,,165.5221956,1.093344658,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),9,6.5,,,,,5.545481552,0.045060403,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),9,6.5,,,,,72.35837802,0.182484014,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),9,6.5,,,,,-0.051917704,0.00366169,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),9,6.5,,,,,0.01094507,0.000159104,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,9,6.5,,,,,302.2286945,10.70065258,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),1,1.5,,,,,0.869714364,0.001216769,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),1,1.5,,,,,0.766270826,0.003258775,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),1,1.5,,,,,0.167114207,0.000571676,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),1,1.5,,,,,0.282395749,0.00054903,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),1,1.5,,,,,-0.060919415,0.001632047,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),1,1.5,,,,,0.23844707,0.006307155,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),1,1.5,,,,,0.132377277,0.000919364,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),1,1.5,,,,,-2.838511592,0.064802885,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),1,1.5,,,,,143.4631527,3.048983681,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),1,1.5,,,,,146.5405709,0.689449379,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),1,1.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),1,1.5,,,,,82.32544639,4.100033214,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),1,1.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),1,1.5,,,,,88.9451793,0.938881731,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),1,1.5,,,,,88.70944019,0.685068476,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),1,1.5,,,,,0.121384745,0.035431204,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),1,1.5,,,,,123.6819185,0.492663364,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),1,1.5,,,,,1.207645105,0.055657335,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),1,1.5,,,,,52.01642469,0.539180119,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),1,1.5,,,,,0.273133113,0.000748636,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),1,1.5,,,,,0.199809859,0.001024997,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,1,1.5,,,,,-1.735052019,3.936453489,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),2,1.5,,,,,0.838231548,0.003315906,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),2,1.5,,,,,0.698807649,0.004191265,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),2,1.5,,,,,0.115879704,0.000524587,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),2,1.5,,,,,0.229730928,0.000409246,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),2,1.5,,,,,-0.110276199,0.000642339,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),2,1.5,,,,,0.246163729,0.000603892,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),2,1.5,,,,,0.099654004,0.000330868,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),2,1.5,,,,,-2.881238271,0,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),2,1.5,,,,,172.5078327,2.220890922,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),2,1.5,,,,,128.3203506,0.487593858,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),2,1.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),2,1.5,,,,,106.031152,2.946294416,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),2,1.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),2,1.5,,,,,103.0330189,26.08739601,,,,
20,150,FDTS,film,1.5,44,down right to mid pressure (Pa),2,1.5,,,,,106.9622476,0.454680337,,,,
20,150,FDTS,film,1.5,45,down left to mid pressure (Pa),2,1.5,,,,,0.159355792,0.45888597,,,,
20,150,FDTS,film,1.5,46,SL contact angle (deg),2,1.5,,,,,127.9422347,0.387545337,,,,
20,150,FDTS,film,1.5,47,BL contact angle (deg),2,1.5,,,,,0.767425279,0.067226864,,,,
20,150,FDTS,film,1.5,48,SiL contact angle (deg),2,1.5,,,,,45.26274699,0.156453353,,,,
20,150,FDTS,film,1.5,49,SL contact point channel dist (mm),2,1.5,,,,,0.160694485,0.000925195,,,,
20,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),2,1.5,,,,,0.191710951,0.000355936,,,,
20,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,2,1.5,,,,,44.77947446,2.683318238,,,,
20,150,FDTS,film,1.5,6,up right Si dist (mm),3,1.5,,,,,0.797753642,0.001295006,,,,
20,150,FDTS,film,1.5,12,up mid Si dist (mm),3,1.5,,,,,0.635842018,0.003818517,,,,
20,150,FDTS,film,1.5,13,down right noz dist (mm),3,1.5,,,,,0.114473814,0.001604503,,,,
20,150,FDTS,film,1.5,14,down right sub dist (mm),3,1.5,,,,,0.232101009,0.00156502,,,,
20,150,FDTS,film,1.5,15,down right Si dist (mm),3,1.5,,,,,-0.111265751,0.00173373,,,,
20,150,FDTS,film,1.5,19,down mid noz dist (mm),3,1.5,,,,,0.193852479,0.011451968,,,,
20,150,FDTS,film,1.5,20,down mid sub dist (mm),3,1.5,,,,,0.113849531,0.001626991,,,,
20,150,FDTS,film,1.5,21,down mid Si dist (mm),3,1.5,,,,,-2.228691491,0.118318169,,,,
20,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),3,1.5,,,,,176.3337918,1.760217607,,,,
20,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),3,1.5,,,,,149.3754486,1.825271089,,,,
20,150,FDTS,film,1.5,40,up right to left pressure (Pa),3,1.5,,,,,,,,,,
20,150,FDTS,film,1.5,41,up right to mid pressure (Pa),3,1.5,,,,,113.1514215,2.600457499,,,,
20,150,FDTS,film,1.5,42,up left to mid pressure (Pa),3,1.5,,,,,,,,,,
20,150,FDTS,film,1.5,43,down right to left pressure (Pa),3,1.5,,,,,83.8476921,1.527392581,,,,
