frame #,time (s),h (mm),up right noz dist (mm),up right sub dist (mm),up right Si dist (mm),up left noz dist (mm),up left sub dist (mm),up left Si dist (mm),up mid noz dist (mm),up mid sub dist (mm),up mid Si dist (mm),down right noz dist (mm),down right sub dist (mm),down right Si dist (mm),down left noz dist (mm),down left sub dist (mm),down left Si dist (mm),down mid noz dist (mm),down mid sub dist (mm),down mid Si dist (mm),up right outer radius (mm),up right inner radius (mm),up right Laplace pressure (Pa),up left outer radius (mm),up left inner radius (mm),up left Laplace pressure (Pa),up mid outer radius (mm),up mid inner radius (mm),up mid Laplace pressure (Pa),down right outer radius (mm),down right inner radius (mm),down right Laplace pressure (Pa),down left outer radius (mm),down left inner radius (mm),down left Laplace pressure (Pa),down mid outer radius (mm),down mid inner radius (mm),down mid Laplace pressure (Pa),up right to left pressure (Pa),up right to mid pressure (Pa),up left to mid pressure (Pa),down right to left pressure (Pa),down right to mid pressure (Pa),down left to mid pressure (Pa),SL contact angle (deg),BL contact angle (deg),SiL contact angle (deg),SL contact point channel dist (mm),SiL contact point nozzle dist (mm),Laplace pressure upstream to downstream
1315,28.974202606982686,0.1343472503745433,0.03260914789088253,0.11389616738634036,0.6902291550651848,0.07893665674050292,0.038558973138699194,0.12587661076383488,0.1198339570650874,0.016143943199825588,0.48723425130872705,0.034943932163171716,0.1442400009250746,-0.03689160859571946,,,,0.042671313347131284,0.002839536397566973,-1.278386625277708,-0.3645667235796486,0.1811506508227846,111.7301801350531,-0.14214020652947107,0.1811506508227846,-60.950053101181766,0.2550594981292182,0.1811506508227846,379.8082542072229,-0.1468014543540739,0.1811506508227846,-51.963256218507084,,0.1811506508227846,,1.3575676912662398,0.1811506508227846,251.71423177809478,-172.68023323623487,268.0780740721698,440.75830730840465,,303.6774879966019,,158.34983133917189,0.6999710940254985,59.164732155001104,-0.42255397649259474,0.05291111951259218,431.77151042572996
1316,28.996236221132484,0.1343886110487607,0.02800097153264032,0.11940143124845126,0.7067933240448641,,,,0.12088001464121016,0.01584177125244317,0.5009566933547356,0.025630973994211003,0.1344174224214671,-0.04739421037899978,,,,0.034148679473180135,0.007660601373161003,-1.3515729828564205,-0.3072439521841445,0.18113625254282306,91.15970576976612,,0.18113625254282306,,0.18846162023601618,0.18113625254282306,435.5632167159006,-0.13552084831873593,0.18113625254282306,-74.75669109069965,,0.18113625254282306,,1.6109860425810034,0.18113625254282306,247.07028661171034,,344.4035109461345,,,321.82697770241,,166.5361453023249,1.4083058397257837,55.295766663709045,0.0028417269336707338,0.05611020969484389,510.3199078066002
1317,29.01826983528228,0.13442997172297796,0.03193221712364779,0.11480247745474752,0.6930708819988555,,,,0.10948367146129782,0.028936892422068594,0.5329757247954222,0.017844062070425954,0.12628607424767552,-0.05471568436673611,,,,0.03163824020415297,0.00622693377472081,-1.4293334877838022,-0.4104149935990152,0.18112187584845346,124.09289780850966,,0.18112187584845346,,1.774886422603259,0.18112187584845346,244.78187150760817,-0.14198114864934985,0.18112187584845346,-61.231842805108045,,0.18112187584845346,,1.7876036566563147,0.18112187584845346,244.62062107245245,,120.68897369909851,,,305.85246387756047,,148.311320909737,1.124900843315821,50.88444600436916,0.034860758374357384,0.060210506741425626,306.0137143127162
1318,29.040303449432077,0.13447133239719536,0.05237282534216299,0.09085685425987411,0.6244586717688126,,,,0.10616079945252198,0.03207086043926061,0.5284015774467528,0.0014427436681691246,0.10627383659584201,-0.06916986522712303,,,,0.027076558257735237,0.00731647257133629,-1.497945698013845,-0.45110971929168886,0.18110752071975783,132.95315987573852,,0.18110752071975783,,14.68904931048387,0.18110752071975783,224.87201291014446,-0.12962092503012046,0.18110752071975783,-88.23331734784226,,0.18110752071975783,,2.2367307421774916,0.18110752071975783,240.11930990241433,,91.91885303440594,,,328.3526272502566,,145.19865931290573,1.2767833840563299,42.69060433609654,0.03028661102568786,0.06509584756577445,313.10533025798674
1319,29.062337063581875,0.13451269307141278,0.05005356149858345,0.09275126119491497,0.6153103770714736,,,,0.10180387376361126,0.036005608240887,0.5192532827494137,0.019293621449735888,0.08765304312421014,-0.0845280555702242,0.017668256301664152,0.01325900348397161,-1.5665579082438883,0.008606238733167034,0.02615110024715526,-1.4921232912932407,-0.3860996299034806,0.18109318713684275,117.95491582295139,,0.18109318713684275,,-1.1066045311364565,0.18109318713684275,185.79636907980438,-0.14094057313131292,0.18109318713684275,-63.288632393873776,3.508651927558267,0.18109318713684275,233.61676203846483,3.4902661044540713,0.18109318713684275,233.67716166922315,,67.84145325685299,,296.9053944323386,296.96579406309695,0.060399630758325884,143.63266193769996,1.442927638727686,39.395314291958854,0.021138316328348818,0.06734441602040336,249.08500147367815
1320,29.08437067773167,0.13455405374563018,0.0490937213686971,0.09328445711037034,0.6061620823741346,,,,0.10301520301089187,0.033895513387567446,0.5009566933547356,0.023426322618574483,0.08327951647739072,-0.08992331213903824,0.014518687971790204,0.012699938663475114,-1.6397442658226007,0.0009668624672446905,0.03234099648922859,-1.5213828368634381,-0.399548431149623,0.1810788750798394,121.47970851769325,,0.1810788750798394,,-1.2229815312504384,0.1810788750798394,189.27335976291562,-0.15687013328694327,0.1810788750798394,-34.28579289967275,3.587186761242747,0.1810788750798394,233.38329468548068,3.539078650933888,0.1810788750798394,233.53574352692735,,67.79365124522236,,267.6690875851534,267.8215364266001,0.15244884144667026,145.38704816893954,1.2905742274254763,38.947992476200746,0.0028417269336707338,0.06768182894401537,223.55915266258836
1321,29.106404291881468,128.31242137517927,0.05004494825645318,0.09166944000732238,0.592439640328126,,,,0.08017804536164136,0.05821185744686691,0.5284015774467528,,,,,,,,,,-0.3715297576019135,,,,,,-1.4367610539124114,,,,,,,,,,,,,,,,,,146.28740970430124,1.315061017294907,,-0.01088071511233783,,
1322,29.128437906031262,0.13463677509406485,0.0265489954298206,0.11978454532728704,0.6810808603678458,0.013645325331336512,0.10164470359119754,0.07556098992847017,0.033114399033119205,0.11100994359374111,0.6381811138148212,,,,0.10453059432657408,0.0007853392897295056,-0.11655319871564972,0.08154301654471238,0.1926356096319875,-0.008707229325701095,-0.8304827128091599,0.18105031546421418,173.7617172233116,-0.20564309334894468,0.18105031546421418,26.573221404998982,0.2542415831322985,0.18105031546421418,380.43875075853737,,0.18105031546421418,,-0.5500361178111843,0.18105031546421418,149.06277244088116,-1.681162998253326,0.18105031546421418,198.27356106749178,-147.18849581831262,206.67703353522577,353.86552935353836,,,49.21078862661062,140.7306550592957,1.0017626228902659,27.692284513472057,-0.5689266916500194,0.07710396126292264,
1323,29.15047152018106,0.13467813576828225,0.04383033440382398,0.09820957930873334,0.5970137876767956,,,,0.0853063132129952,0.05175176801741468,0.5009566933547356,,,,0.0347314315095184,0.07152101730226945,-0.10089129758435637,0.07371813805344503,0.18483859924883056,-0.00876970621438129,-0.3426053984166416,0.18103606786597642,104.79719250620221,,0.18103606786597642,,9.648506442141096,0.18103606786597642,226.3904686653836,,0.18103606786597642,,-0.7124100982146339,0.18103606786597642,165.75062821509906,-0.8432402303776924,0.18103606786597642,174.51208710671284,,121.59327615918139,,,,8.761458891613785,150.81091204090703,1.2767833840563299,39.38756160776833,-0.042899746553024476,0.06935859200158367,
1324,29.17250513433086,0.13471949644249964,0.04429768623025268,0.09740257232775817,0.5895979133944553,,,,0.08384043297449413,0.05302630277953261,0.49638254600606607,0.0694646823340363,0.03162810082248236,-0.20139436920156403,,,,0.0694646823340363,0.03162810082248236,-0.20139436920156403,-0.32800575302425566,0.18102184171441849,99.58808754559804,,0.18102184171441849,,1.5711718642503159,0.18102184171441849,247.8434672357667,4.574147348669521e17,0.18102184171441849,222.23837531974274,,0.18102184171441849,,-0.365072782806259,0.18102184171441849,112.04117110539923,,148.25537969016864,,,-110.19720421434351,,151.93146909493984,1.408287985497558,49.92729986590305,-0.056622188599033035,0.06571178354920994,25.60509191602395
