frame #,time (s),h (mm),up right noz dist (mm),up right sub dist (mm),up right Si dist (mm),up left noz dist (mm),up left sub dist (mm),up left Si dist (mm),up mid noz dist (mm),up mid sub dist (mm),up mid Si dist (mm),down right noz dist (mm),down right sub dist (mm),down right Si dist (mm),down left noz dist (mm),down left sub dist (mm),down left Si dist (mm),down mid noz dist (mm),down mid sub dist (mm),down mid Si dist (mm),up right outer radius (mm),up right inner radius (mm),up right Laplace pressure (Pa),up left outer radius (mm),up left inner radius (mm),up left Laplace pressure (Pa),up mid outer radius (mm),up mid inner radius (mm),up mid Laplace pressure (Pa),down right outer radius (mm),down right inner radius (mm),down right Laplace pressure (Pa),down left outer radius (mm),down left inner radius (mm),down left Laplace pressure (Pa),down mid outer radius (mm),down mid inner radius (mm),down mid Laplace pressure (Pa),up right to left pressure (Pa),up right to mid pressure (Pa),up left to mid pressure (Pa),down right to left pressure (Pa),down right to mid pressure (Pa),down left to mid pressure (Pa),SL contact angle (deg),BL contact angle (deg),SiL contact angle (deg),SL contact point channel dist (mm),SiL contact point nozzle dist (mm),Laplace pressure upstream to downstream
6470,142.55748354918478,0.1391600332517073,0.04172940571147955,0.10558793341172584,0.6124686501378029,0.10317714387746585,0.028719368874882363,0.31341665205928526,0.09355811699212825,0.045155411595193685,0.44606692517070134,0.05456047854246729,0.16514488451712758,-0.10610299869071298,,,,0.07868596227046909,0.010774101218784268,-0.5145040180498981,-0.4410641808515498,0.17961520160100625,132.7675995521526,-0.16564395985462246,0.17961520160100625,-18.891495786245688,0.32392460159919007,0.17961520160100625,348.1743832967834,-0.22161355532299373,0.17961520160100625,42.44659800894344,,0.17961520160100625,,-138.2900011500375,0.17961520160100625,223.68790453784916,-151.6590953383983,215.4067837446308,367.0658790830291,,181.24130652890574,,156.37189788383057,2.7461257407281816,20.058469013668674,-0.2029949037564577,0.24446096897757175,305.72778528783994
6471,142.57951716333457,0.139219776447799,0.042475281359433126,0.10583935399985207,0.630765239532481,0.09973242158862995,0.028943495430639548,0.24937858917791197,0.09866509664558552,0.04010146072293707,0.44606692517070134,0.062130430943418455,0.17316363748946753,-0.09871240176880308,0.07098694464859857,0.013615682510104631,-0.610561112371958,0.016902362420418676,0.08141077644304243,-0.3446627468842064,-0.4964177987785913,0.17959785394758732,142.95984189832993,-0.21589409062904708,0.17959785394758732,37.65908230924134,0.2753757314036302,0.17959785394758732,370.09175454801635,-0.18010451827788548,0.17959785394758732,0.6301509744426589,-2.1097595582897593,0.17959785394758732,204.93192579053132,28.82878851113354,0.17959785394758732,225.39592950146726,-105.30075958908859,227.13191264968643,332.432672238775,204.30177481608865,224.7657785270246,20.46400371093594,161.9930395209355,2.76549471983136,19.523122897953375,-0.2899037033811786,0.23712799985386795,369.4616035735737
6472,142.60155077748436,0.1392795196438908,0.04555214713434057,0.10281818610369062,0.630765239532481,0.08836496253057467,0.0394471093994391,0.23108199978323388,0.10014724115065753,0.03985027786302234,0.46893766191404895,0.07855336942211895,0.19065158994293008,-0.07953571669092672,,,,0.07417407700721004,0.004618267544758339,-0.724914796088696,-0.43213087683295387,0.17958054680305308,130.92524175325443,-0.27802959507039593,0.17958054680305308,79.32521134155907,0.2490857460171724,0.17958054680305308,385.53268456384916,-0.1890126274633795,0.17958054680305308,11.17911515364556,,0.17958054680305308,,0.6643637177010704,0.17958054680305308,284.5762173331855,-51.60003041169536,254.60744281059473,306.2074732222901,,273.39710217953996,,159.7946742745848,3.27195565463329,18.446171767909007,-0.36309006095989094,0.23496002019064066,374.3535694102036
6473,142.62358439163418,0.13933926283998263,0.04111348927524529,0.10919949025984133,0.6673584183218372,0.07851616921704362,0.047256893851504375,0.1899146736452082,0.1098391464701813,0.02926683959970509,0.4506410725193709,0.056116799010806476,0.16748842524711977,-0.09429019125496986,,,,0.013972335818431676,0.07762910703307267,-0.4779108392605419,-0.4631329800614253,0.1795632801152976,137.1786793669319,-0.2701003007531455,0.1795632801152976,75.09890996941544,0.2699130478700666,0.1795632801152976,373.09157951962993,-0.1493104217203492,0.1795632801152976,-45.395080951529806,,0.1795632801152976,,-290.94220460366284,0.1795632801152976,223.90530448209685,-62.07976939751646,235.91290015269803,297.9926695502145,,269.3003854336267,,175.790221486483,2.8119488040919784,17.575649808981336,-0.38138665035456903,0.2294057452231138,418.4866604711597
6474,142.64561800578397,0.13939900603607439,0.04111348927524529,0.1092592334559331,0.6673584183218372,0.07851616921704362,0.047316637047596144,0.1899146736452082,0.1098391464701813,0.029326582795796856,0.4506410725193709,0.056116799010806476,0.16754816844321155,-0.09429019125496986,,,,0.013972335818431676,0.07768885022916444,-0.4779108392605419,-0.4631329800614253,0.1795460538323045,137.20017489979713,-0.2701003007531455,0.1795460538323045,75.12040550228066,0.2699130478700666,0.1795460538323045,373.1130750524951,-0.1493104217203492,0.1795460538323045,-45.3735854186646,,0.1795460538323045,,-290.94220460366284,0.1795460538323045,223.92680001496208,-62.07976939751647,235.91290015269797,297.99266955021443,,269.3003854336267,,175.790221486483,2.8119488040919784,17.575649808981336,-0.38138665035456903,0.2294057452231138,418.4866604711597
6475,142.66765161993376,0.13945874923216608,0.04238488735799361,0.10874980725677744,0.6810808603678458,0.06210549283785462,0.053954028942181494,-0.002199514998911691,0.1148376002434555,0.02555446759084907,0.47351180926271846,0.04776244286759167,0.1589357087213087,-0.10027244198842368,,,,0.056372238029660494,0.006433035111385059,-1.0405309631468926,-0.4311724703163615,0.17952886790214628,130.78279361930632,-0.12994400855066904,0.17952886790214628,-85.50835785708142,0.24987957630169041,0.17952886790214628,385.0840758726056,-0.15664599699138884,0.17952886790214628,-32.73459331467869,,0.17952886790214628,,1.2069009288436705,0.17952886790214628,257.41983186988483,-216.29115147638774,254.30128225329926,470.592433729687,,290.15442518456354,,156.68853097017524,2.637214805497267,17.874082848606808,-0.5552042496040108,0.22707126495602103,417.8186691872843
6476,142.68968523408356,0.13951849242825784,0.041311943771463217,0.11082243837674559,0.6993774497625238,0.05519434373516233,0.05811840664651446,-0.05708928318294594,0.11580337724696675,0.02605496454850991,0.5009566933547356,0.04732447769127258,0.055546175876770534,-0.2608582847342683,0.03696663205507319,0.02274509014788267,-1.1025013968894604,0.005037964795423188,0.09272634982559777,-0.36148952640499776,-0.42040079749892034,0.17951172227298454,128.41353221266087,-0.1801015668019771,0.17951172227298454,0.7339682666493417,0.27066806396619114,0.17951172227298454,372.74016489568135,4.574147348669521e17,0.17951172227298454,224.1079272740863,4.574147348669521e17,0.17951172227298454,224.1079272740863,0.14592091858028353,0.17951172227298454,499.80520489138723,-127.67956394601153,244.32663268302048,372.006196629032,0.,275.6972776173009,275.6972776173009,159.41742626068736,1.1871444068127266,19.41493217073341,-0.6283906071827231,0.22965728945229677,148.63223762159504
6477,142.71171884823335,0.13957823562434962,0.03934087832018408,0.11276697302333565,0.697645029347525,,,,0.11211669689171559,0.030979402274957386,0.5238274300980832,0.06663448401401438,0.17769224491847047,-0.1053372748795046,0.02791336826788554,0.027177331523705314,-1.1939843438628506,0.0013963955873879357,0.0898627142187252,-0.4895656521677444,-0.40623625719757833,0.17949461689306956,125.09824181583127,,0.17949461689306956,,0.9575417173077679,0.17949461689306956,266.14311948485647,4.574147348669521e17,0.17949461689306956,224.12928418887483,4.574147348669521e17,0.17949461689306956,224.12928418887483,0.5405459033914608,0.17949461689306956,298.5540458004074,,141.0448776690252,,0.,74.42476161153255,74.42476161153255,156.84363449040086,2.87363959849691,23.97994229888636,0.02571246367701834,0.22589923290067596,42.013835295981636
6478,142.73375246238317,0.13963797882044143,0.1013001384439444,0.04233919185837911,0.5329757247954222,,,,0.11092585383668668,0.031058387087667186,0.5009566933547356,0.049923674786611465,0.16008067462495604,-0.12363386427418269,0.025016808803198575,0.02427160693143488,-1.3083380275795888,0.009995391188984836,0.08060825599974028,-0.5032880942137532,-0.31808471063654886,0.1794775517107402,97.67485233214047,,0.1794775517107402,,4.574147348669521e17,0.1794775517107402,224.1505949715525,4.574147348669521e17,0.1794775517107402,224.1505949715525,4.574147348669521e17,0.1794775517107402,224.1505949715525,0.3481196881699644,0.1794775517107402,339.7142972473005,,126.47574263941202,,0.,115.56370227574803,115.56370227574803,143.4142127150866,3.092827482740073,25.989437059311207,0.03028661102568786,0.230752777404621,0.
6479,142.75578607653296,0.13969772201653313,0.05924741048682078,0.08802645325326824,0.601587935025465,,,,0.0850497580287275,0.05913994754092684,0.5421240194927613,0.0038184775507647734,0.11077084214134156,-0.18609076921401277,0.03652624477248242,0.00495781903970663,-1.4613525192244892,0.009261956413871382,0.038625164126237066,-1.3372245883081415,-0.4223326581703192,0.17946052667442378,128.91519593267637,,0.17946052667442378,,-1.1775450001097036,0.17946052667442378,190.00756020871918,-0.2968147499003672,0.17946052667442378,88.63277336532289,1.7238962339601294,0.17946052667442378,247.50853109408283,1.6840032727421586,0.17946052667442378,248.06136192498604,,61.092364276042815,,158.87575772875994,159.42858855966315,0.5528308309032184,144.60185630308095,2.9612121087788656,27.459308271490954,0.0028417269336707338,0.23498340052927388,101.3747868433963
