tegdma,h (um),noz,sub,vf (mm/s),column,dep var,index,vs (mm/s),Period (s),StdEr period (s),Period (mm),StdEr period (mm),Top value,StdEr top value,Bot value,StdEr bot value,Amplitude,StdEr amplitude
25,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,3,4.5,0.5508403537449205,0.02683817330823333,2.478781591852142,0.12077177988704998,78.73585325613257,14.333828018331829,438.64181190833557,3.964022995061182,373.77057748343134,15.30585860576578
25,150,FDTS,film,1.5,4,up right noz dist (mm),4,5.5,0.44067228299593353,0.04537333216443686,2.4236975564776344,0.24955332690440274,0.06818775994924507,0.0011588679317599587,0.03602461353238803,0.002521042380390749,0.0333535008104033,0.0025248046557312825
25,150,FDTS,film,1.5,5,up right sub dist (mm),4,5.5,0.41863866884614254,0.012549385391017643,2.302512678653784,0.06902161965059704,0.0825099402238623,0.0011024644172008544,0.12139233349038354,0.001700345086299028,0.03783901084219411,0.001591972297821628
25,150,FDTS,film,1.5,6,up right Si dist (mm),4,5.5,0.44067228299593353,0.012273256351288356,2.4236975564776344,0.06750290993208596,0.7433865028342203,0.006473226331831786,0.5850237660457858,0.0010415560176020126,0.15725343026976246,0.006573039457800134
25,150,FDTS,film,1.5,7,up left noz dist (mm),4,5.5,0.44067228299593353,0.03854090809649129,2.4236975564776344,0.21197499453070212,0.11942305069017878,0.0012875041954177396,0.06177651995509157,0.003427671025346098,0.05359249217534262,0.004242154865322113
25,150,FDTS,film,1.5,8,up left sub dist (mm),4,5.5,0.44067228299593353,0.03490229048460887,2.4236975564776344,0.1919625976653488,0.022239283272650467,0.0003526164377034663,0.05049021503479251,0.003228005593898176,0.027599433468190507,0.0030871344951787353
25,150,FDTS,film,1.5,9,up left Si dist (mm),4,5.5,0.44067228299593353,0.05605546563613533,2.4236975564776344,0.30830506099874433,0.3477227571743067,0.016731814767075914,-0.07309879890328927,0.009929920656996606,0.4162474087289264,0.023788169098000352
25,150,FDTS,film,1.5,10,up mid noz dist (mm),4,5.5,0.42965547592103803,0.015554639437416204,2.363105117565709,0.08555051690578912,0.09414504429397479,0.0013134833174683646,0.13449161902889328,0.0015409581533198857,0.04035387573706764,0.0006744616465858597
25,150,FDTS,film,1.5,11,up mid sub dist (mm),4,5.5,0.44067228299593353,0.009504969043252721,2.4236975564776344,0.05227732973788997,0.05282120523581534,0.000875892963045478,0.011248679656235803,0.0004888659432145138,0.041869659018996246,0.0009925092842344768
25,150,FDTS,film,1.5,12,up mid Si dist (mm),4,5.5,0.44067228299593353,0.03262840201664706,2.4236975564776344,0.17945621109155882,0.44149277782203183,0.0016224816813598787,0.5375498721440918,0.004058895740319462,0.09605709432205992,0.003460240533642703
25,150,FDTS,film,1.5,13,down right noz dist (mm),4,5.5,0.4186386688461283,0.045103359371276984,2.302512678653706,0.2480684765420234,0.0799708997800481,0.0018100692373133557,0.004762339698195582,0.0006124778034475282,0.07552996103319853,0.002001644078866384
25,150,FDTS,film,1.5,14,down right sub dist (mm),4,5.5,0.4627058971457245,0.027051616139463493,2.544882434301485,0.1487838887670492,0.20026160281797545,0.0020648064210999615,0.09229265675239316,0.0038657580792290916,0.10990160912223122,0.004393126047896748
25,150,FDTS,film,1.5,15,down right Si dist (mm),4,5.5,0.44067228299593353,0.02661732234561607,2.4236975564776344,0.14639527290088838,-0.03939519073016077,0.002632951977348549,-0.14147507261154707,0.002071778400666701,0.10390825961322168,0.0022283518062839198
25,150,FDTS,film,1.5,16,down left noz dist (mm),4,5.5,0.4627058971457245,0.037467943289145544,2.544882434301485,0.2060736880903005,0.04025316881341759,0.0020249483128850438,0.09973542883051625,0.0037360975572733467,0.05754810940376064,0.0032881384095002813
25,150,FDTS,film,1.5,17,down left sub dist (mm),4,5.5,0.5728739678947221,0.10077182580409855,3.1508068234209716,0.554245041922542,-0.0006129751377362462,0.00045828988440499966,0.007106521729234059,0.0013632477499450888,0.008409649214854556,0.001141361775573505
25,150,FDTS,film,1.5,18,down left Si dist (mm),4,5.5,0.4627058971457245,0.042366135982738015,2.544882434301485,0.23301374790505908,-0.175778729026622,0.022806685503840643,-1.4476300771784802,0.007805759859977658,1.2693258892557924,0.02752696509964248
25,150,FDTS,film,1.5,19,down mid noz dist (mm),4,5.5,0.4186386688461283,0.025331649643901225,2.302512678653706,0.13932407304145675,0.13483534668518865,0.005232959999035943,0.009928829934665984,0.0025177765818956196,0.12318559567633179,0.005642492619878983
25,150,FDTS,film,1.5,20,down mid sub dist (mm),4,5.5,0.6499916174190048,0.4140522002359713,3.5749538958045264,2.277287101297842,-0.0010820971149945705,0.0006466838378727519,0.24846920454604512,0.016598817363367418,0.24782908329162345,0.016713228424870226
25,150,FDTS,film,1.5,21,down mid Si dist (mm),4,5.5,0.44067228299593353,0.009900136160811387,2.4236975564776344,0.05445074888446263,-0.008240775838907742,0.009202625341263194,-1.2781709777035186,0.014882933890823654,1.2699412084561663,0.019324986376982625
25,150,FDTS,film,1.5,22,up right outer radius (mm),4,5.5,0.44067228299593353,0.030979158979110494,2.4236975564776344,0.1703853743851077,-0.7058995946475652,0.02173671983337732,-0.4072424480409408,0.006995965798738409,0.2779695936237726,0.017145935482881357
25,150,FDTS,film,1.5,23,up right inner radius (mm),4,5.5,0.44067228299593353,0.09003697433664719,2.4236975564776344,0.4952033588515595,0.1779761341151497,0.0003241933260257807,0.17781547377781523,0.000297777067710769,0.00016012160728057223,0.000058734497150391035
25,150,FDTS,film,1.5,24,up right Laplace pressure (Pa),4,5.5,0.451689090070829,0.027856643802925796,2.4842899953895596,0.15321154091609188,166.66411600724166,2.703025130003023,134.57993380777583,2.2755138151103522,32.32525609728961,1.1928161893449185
25,150,FDTS,film,1.5,25,up left outer radius (mm),4,5.5,0.4737227042206271,0.08271502985754113,2.605474873213449,0.4549326642164762,-0.3605618689625051,0.04034959002696269,-0.16600998376718526,0.0033668694873536698,0.19367828937734768,0.03962277406009719
25,150,FDTS,film,1.5,26,up left inner radius (mm),4,5.5,0.44067228299593353,0.09003697433664719,2.4236975564776344,0.4952033588515595,0.1779761341151497,0.0003241933260257807,0.17781547377781523,0.000297777067710769,0.00016012160728057223,0.000058734497150391035
25,150,FDTS,film,1.5,27,up left Laplace pressure (Pa),4,5.5,0.4627058971457245,0.09262919339189145,2.544882434301485,0.5094605636554029,129.11158122519365,11.024424094325138,-24.588013435589225,4.406373249984059,154.11432893833663,9.840666010011837
25,150,FDTS,film,1.5,28,up mid outer radius (mm),4,5.5,0.6279580032692067,0.23876607959517349,3.453769017980637,1.3132134377734541,0.973045683904799,0.07478631518357404,0.2168890572830876,0.23698896736949318,0.867095519407562,0.18860817336752717
25,150,FDTS,film,1.5,29,up mid inner radius (mm),4,5.5,0.44067228299593353,0.09003697433664719,2.4236975564776344,0.4952033588515595,0.1779761341151497,0.0003241933260257807,0.17781547377781523,0.000297777067710769,0.00016012160728057223,0.000058734497150391035
25,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),4,5.5,0.41863866884614254,0.015260107676542343,2.302512678653784,0.08393059222098288,249.36467617002597,7.012216242441427,410.9949311886397,2.446622735500702,162.95258138971673,8.355335222594107
25,150,FDTS,film,1.5,31,down right outer radius (mm),4,5.5,0.5067731254453207,0.15027614057868224,2.787252189949264,0.8265187731827524,-0.15089435261676734,0.005844661327333347,-0.2602120051543551,0.035454932444661004,0.10739516260590218,0.03622811438313201
25,150,FDTS,film,1.5,32,down right inner radius (mm),4,5.5,0.44067228299593353,0.09003697433664719,2.4236975564776344,0.4952033588515595,0.1779761341151497,0.0003241933260257807,0.17781547377781523,0.000297777067710769,0.00016012160728057223,0.000058734497150391035
25,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),4,5.5,0.5067731254453349,0.1573419555825573,2.787252189949342,0.8653807557040653,111.84911276397395,18.452576909377072,-39.68499386017806,9.00748967152218,121.60321592322228,17.12859200822544
25,150,FDTS,film,1.5,34,down left outer radius (mm),4,5.5,0.4627058971457316,0.09436016560226378,2.544882434301524,0.5189809108124508,2.876335172035842,0.6535098415699663,-1.3099115427220365,1.1987863759594968,4.641011342469077,1.1897893621428919
25,150,FDTS,film,1.5,35,down left inner radius (mm),4,5.5,0.44067228299593353,0.09003697433664719,2.4236975564776344,0.4952033588515595,0.1779761341151497,0.0003241933260257807,0.17781547377781523,0.000297777067710769,0.00016012160728057223,0.000058734497150391035
25,150,FDTS,film,1.5,36,down left Laplace pressure (Pa),4,5.5,0.9143949872165678,0.18016052816902517,5.029172429691123,0.9908829049296384,136.13044742796686,20.26890612852054,251.58269010275126,1.1872900465496914,110.07048900875822,20.020943002389423
25,150,FDTS,film,1.5,37,down mid outer radius (mm),4,5.5,3.459277421518081,0.9915126367408503,19.026025818349446,5.4533195020746765,-94.60291295386504,38.76537250398273,2.5392715475253147,4.717599333065543,97.14218450139036,34.22638805364512
25,150,FDTS,film,1.5,38,down mid inner radius (mm),4,5.5,0.44067228299593353,0.09003697433664719,2.4236975564776344,0.4952033588515595,0.1779761341151497,0.0003241933260257807,0.17781547377781523,0.000297777067710769,0.00016012160728057223,0.000058734497150391035
25,150,FDTS,film,1.5,39,down mid Laplace pressure (Pa),4,5.5,0.41863866884614254,0.06063311233225805,2.302512678653784,0.33348211782741927,259.6620839656911,0.8759170160534485,196.49766506256344,3.284291819703747,62.46268834205097,3.3745240283615803
25,150,FDTS,film,1.5,40,up right to left pressure (Pa),4,5.5,0.4627058971457245,0.09961385489352313,2.544882434301485,0.5478762019143772,-11.786747290988018,12.582973923781852,-188.55081502760638,5.678444215297864,176.76406773661836,13.821901461873981
25,150,FDTS,film,1.5,41,up right to mid pressure (Pa),4,5.5,0.44067228299594063,0.03519743426361857,2.4236975564776735,0.19358588844990215,109.74965918920492,7.359539395876778,254.83690686051256,3.812248741307258,146.38959013640587,9.79382838194715
25,150,FDTS,film,1.5,42,up left to mid pressure (Pa),4,5.5,0.42965547592103803,0.037629559898185935,2.363105117565709,0.20696257944002264,411.8729099395182,5.769641749849386,204.6717375366531,14.387454898011809,201.6793020697661,14.265217721759
25,150,FDTS,film,1.5,43,down right to left pressure (Pa),4,5.5,2.886403453623373,1.1384033977394996,15.875218994928552,6.261218687567248,244.72514281333812,7.07827140154498,20.762906529159643,21.42343585341549,223.96223628417846,26.484464639316286
25,150,FDTS,film,1.5,44,down right to mid pressure (Pa),4,5.5,0.550840353744924,0.27792689682444005,3.029621945597082,1.5285979325344203,50.00550599593416,12.087335526780691,256.16577534511634,9.176763470749627,191.54804430004822,16.39619471626144
25,150,FDTS,film,1.5,45,down left to mid pressure (Pa),4,5.5,1.0686302862651402,0.4416626826836884,5.877466574458271,2.4291447547602862,0.33177626779684033,0.1687276390743865,43.50505936412523,12.640202791225393,43.35338319373432,12.476814242983771
25,150,FDTS,film,1.5,46,SL contact angle (deg),4,5.5,0.44067228299593353,0.010906048332947841,2.4236975564776344,0.05998326583121313,148.63198534856292,0.3995330770803028,167.4724691851178,0.6384965116010551,18.483169436030224,0.6662841891458465
25,150,FDTS,film,1.5,47,BL contact angle (deg),4,5.5,0.44067228299593353,0.0180897656880032,2.4236975564776344,0.0994937112840176,2.3106964847370026,0.027632724276255273,1.4748254783393175,0.037937801643683614,0.8467704500600145,0.03131778617625995
25,150,FDTS,film,1.5,48,SiL contact angle (deg),4,5.5,0.41863866884614254,0.012303129826788455,2.302512678653784,0.0676672140473365,50.02312663371632,0.33341207201748263,19.78823077177367,0.5733245087158846,30.127048959273665,0.6809690964612638
25,150,FDTS,film,1.5,49,SL contact point channel dist (mm),4,5.5,0.44067228299593353,0.013478071934693695,2.4236975564776344,0.07412939564081532,0.034860758374357384,0.0047169287995298525,-0.6604096386234098,0.015101380648576667,0.6769738076030891,0.01255057205070683
25,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),4,5.5,0.44067228299593353,0.02890175494436176,2.4236975564776344,0.1589596521939897,0.14713084059946602,0.0021505402754665144,0.09927650367036095,0.0010074945857410221,0.04717822795437402,0.002112346500910613
25,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,4,5.5,0.5177899325202233,0.06680098603375562,2.8478446288612282,0.3674054231856559,152.64512675994675,11.947484732984917,400.8945368119057,7.305237259370382,243.72381571121048,13.538894337669422
25,150,FDTS,film,1.5,4,up right noz dist (mm),5,5.5,0.4847395112955297,0.29603618696336925,2.6660673121254135,1.6281990282985308,0.07397399083959348,0.003943725433813271,0.010207026496795725,0.004964217178558423,0.06309328756680488,0.004051858173558835
25,150,FDTS,film,1.5,5,up right sub dist (mm),5,5.5,0.4737227042206342,0.3095349611120101,2.6054748732134883,1.7024422861160557,0.08086400517557912,0.005297924214104512,0.1621354456253808,0.007253599897658546,0.07752120466771716,0.0056083090309092965
25,150,FDTS,film,1.5,6,up right Si dist (mm),5,5.5,0.42965547592103803,0.03133652691689373,2.363105117565709,0.17235089804291553,0.7130998918085324,0.005647153854285739,0.5895979133944553,0.0047827573277599575,0.13549200004508688,0.007197442412860253
25,150,FDTS,film,1.5,7,up left noz dist (mm),5,5.5,0.451689090070829,0.1535182551881438,2.4842899953895596,0.8443504035347908,0.11996525916508602,0.001404433940333634,0.05755171052535564,0.0032867030552781893,0.058869555972800545,0.0040636850409976
25,150,FDTS,film,1.5,8,up left sub dist (mm),5,5.5,0.44067228299593353,0.06850714453692361,2.4236975564776344,0.37678929495307983,0.022561885609848214,0.0004053942869173386,0.048129410695227935,0.0028681948980533397,0.02607584237778141,0.002808323559033433
25,150,FDTS,film,1.5,9,up left Si dist (mm),5,5.5,0.44067228299593353,0.08760646365240733,2.4236975564776344,0.4818355500882403,0.4323444831246928,0.01555338220646841,-0.07538587257762402,0.009489004525728238,0.45741473486695206,0.01596350067359498
25,150,FDTS,film,1.5,10,up mid noz dist (mm),5,5.5,0.41863866884614254,0.015001109117384167,2.302512678653784,0.08250610014561292,0.09725541615596342,0.0013457559657529992,0.13513997915131482,0.0018268838335544096,0.037412558374639734,0.000832613658430472
25,150,FDTS,film,1.5,11,up mid sub dist (mm),5,5.5,0.44067228299593353,0.008812045446121452,2.4236975564776344,0.04846624995366798,0.05210541438822863,0.0008326282288608857,0.012116306014568935,0.0007985143739057257,0.03968036843814478,0.0011267166787345712
25,150,FDTS,film,1.5,12,up mid Si dist (mm),5,5.5,0.44067228299593353,0.01995325805611061,2.4236975564776344,0.10974291930860836,0.44149277782203183,0.002820127695956988,0.5375498721440918,0.004145811785560232,0.10977953636806848,0.004852860140009505
25,150,FDTS,film,1.5,13,down right noz dist (mm),5,5.5,0.44067228299593353,0.019855838105006435,2.4236975564776344,0.10920710957753539,0.07136307048933622,0.001207686061821683,0.005293784597554338,0.0010097830280898599,0.06679348709742054,0.0009174259711227781
25,150,FDTS,film,1.5,14,down right sub dist (mm),5,5.5,0.41863866884614254,0.03762025831359213,2.302512678653784,0.2069114207247567,0.19316772899488827,0.0015345133516877938,0.09728488172941793,0.00400852280210135,0.09860722758739728,0.004197619546881473
25,150,FDTS,film,1.5,15,down right Si dist (mm),5,5.5,0.45168909007083613,0.04116587369809719,2.4842899953895987,0.22641230533953455,-0.056843320207044745,0.0012499698828196085,-0.1535882362210144,0.0034540339092786437,0.09730050991996736,0.0033510648354732214
25,150,FDTS,film,1.5,16,down left noz dist (mm),5,5.5,0.4847395112955297,0.06641156689764438,2.6660673121254135,0.3652636179370441,0.039064877378779256,0.0034877724372783356,0.09725602664397917,0.002551487392500364,0.06156211699171514,0.002645619573280329
25,150,FDTS,film,1.5,17,down left sub dist (mm),5,5.5,0.5288067395951117,0.22926778072176093,2.9084370677731144,1.260972793969685,-0.0005988754069612409,0.0006322092071847768,0.00938051532707801,0.0016214504030796803,0.010947213144457815,0.0011680186824912892
25,150,FDTS,film,1.5,18,down left Si dist (mm),5,5.5,0.44067228299593353,0.052752280123980075,2.4236975564776344,0.2901375406818904,-0.20312752351744645,0.06321824680672337,-1.4430559298298111,0.024992580613190325,1.2116954346424769,0.06430417801296498
25,150,FDTS,film,1.5,19,down mid noz dist (mm),5,5.5,0.44067228299593353,0.04970359372640797,2.4236975564776344,0.27336976549524383,0.16681773161652397,0.008990440218144833,0.0051158742130482625,0.0042226955253511925,0.12729245253865343,0.00824939043939364
25,150,FDTS,film,1.5,20,down mid sub dist (mm),5,5.5,0.6059243891194086,0.3396997720602648,3.3325841401567473,1.8683487463314563,-0.0005398572598635217,0.00040613440028753207,0.3001240728775811,0.004128994508888237,0.3021923882312863,0.004429115523758532
25,150,FDTS,film,1.5,21,down mid Si dist (mm),5,5.5,0.44067228299593353,0.013501772919761366,2.4236975564776344,0.07425975105868751,-0.008034424378456417,0.026158953742744736,-1.220552517197157,0.02413005797520802,1.2092961506719915,0.03468863536588671
25,150,FDTS,film,1.5,22,up right outer radius (mm),5,5.5,0.44067228299593353,0.05460420075213767,2.4236975564776344,0.30032310413675717,-0.7583810388081125,0.02509651961742599,-0.41500996179666827,0.009851839147772398,0.31859995196193575,0.019846868179267962
25,150,FDTS,film,1.5,23,up right inner radius (mm),5,5.5,0.44067228299593353,0.11731965626367426,2.4236975564776344,0.6452581094502085,0.17812014766281203,0.0003236847851445408,0.17794935345723945,0.0002942774728466916,0.00017079420557258862,0.0000709745838511834
25,150,FDTS,film,1.5,24,up right Laplace pressure (Pa),5,5.5,0.42965547592103803,0.02977894780626195,2.363105117565709,0.16378421293444073,171.68251323031447,2.8275433567721016,131.25130068073452,2.6861579858827773,37.48538121554461,2.1039001106908843
25,150,FDTS,film,1.5,25,up left outer radius (mm),5,5.5,0.8813445659918671,0.27802936821169644,4.847395112955269,1.5291615251643305,-0.43359274370352674,0.027479743722910493,-0.1654236619183847,0.0030635827265611763,0.26807179029213557,0.025549701307434357
25,150,FDTS,film,1.5,26,up left inner radius (mm),5,5.5,0.44067228299593353,0.11731965626367426,2.4236975564776344,0.6452581094502085,0.17812014766281203,0.0003236847851445408,0.17794935345723945,0.0002942774728466916,0.00017079420557258862,0.0000709745838511834
25,150,FDTS,film,1.5,27,up left Laplace pressure (Pa),5,5.5,0.4847395112955297,0.05537898730528057,2.6660673121254135,0.30458443017904313,139.7428785527207,10.560874618815458,-18.74495809951334,5.590260601504957,165.55786745996133,7.236366509608481
25,150,FDTS,film,1.5,28,up mid outer radius (mm),5,5.5,1.0906639004149383,0.3008975761445876,5.998651452282161,1.6549366687952318,1.4625488935135402,0.26918242259740377,0.21689025921460084,0.9174579665428041,2.172230466997649,0.7359023459201282
25,150,FDTS,film,1.5,29,up mid inner radius (mm),5,5.5,0.44067228299593353,0.11731965626367426,2.4236975564776344,0.6452581094502085,0.17812014766281203,0.0003236847851445408,0.17794935345723945,0.0002942774728466916,0.00017079420557258862,0.0000709745838511834
25,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),5,5.5,0.44067228299593353,0.00911482384833298,2.4236975564776344,0.05013153116583139,243.08674325550584,6.183459249553828,408.33869322758846,2.56297478426093,158.92934481147927,7.43265550783981
25,150,FDTS,film,1.5,31,down right outer radius (mm),5,5.5,0.6389748103441022,0.15758441935316822,3.514361456892562,0.8667143064424252,-0.14815460878348716,0.004932354824389635,-0.24963484307077027,0.01593542372960331,0.10737494590551633,0.012417763251946884
25,150,FDTS,film,1.5,32,down right inner radius (mm),5,5.5,0.44067228299593353,0.11731965626367426,2.4236975564776344,0.6452581094502085,0.17812014766281203,0.0003236847851445408,0.17794935345723945,0.0002942774728466916,0.00017079420557258862,0.0000709745838511834
25,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),5,5.5,0.4627058971457245,0.0790297308059669,2.544882434301485,0.43466351943281795,93.56130384071564,7.343348456119489,-27.747843665723803,7.423790201259265,116.20449086206182,8.995967969628726
25,150,FDTS,film,1.5,34,down left outer radius (mm),5,5.5,0.4847395112955297,0.06640796217720994,2.6660673121254135,0.3652437919746547,2.6795319403896425,0.4721546858317079,-0.2887402508728652,0.29774401553505414,2.973134305788174,0.29818209395212614
25,150,FDTS,film,1.5,35,down left inner radius (mm),5,5.5,0.44067228299593353,0.11731965626367426,2.4236975564776344,0.6452581094502085,0.17812014766281203,0.0003236847851445408,0.17794935345723945,0.0002942774728466916,0.00017079420557258862,0.0000709745838511834
25,150,FDTS,film,1.5,36,down left Laplace pressure (Pa),5,5.5,0.9254117942914633,0.13602274822340432,5.089764868603048,0.7481251152287238,117.79985315861484,42.09966112429964,251.38123390796352,0.7308183647326637,134.2532639492563,41.768175230848605
25,150,FDTS,film,1.5,37,down mid outer radius (mm),5,5.5,3.3050421224695086,1.476252148036387,18.177731673582297,8.119386814200128,-136.15922854434643,71.30530712515099,2.621447566974918,0.25616141753376964,138.78067611132136,71.55639087120794
25,150,FDTS,film,1.5,38,down mid inner radius (mm),5,5.5,0.44067228299593353,0.11731965626367426,2.4236975564776344,0.6452581094502085,0.17812014766281203,0.0003236847851445408,0.17794935345723945,0.0002942774728466916,0.00017079420557258862,0.0000709745838511834
25,150,FDTS,film,1.5,39,down mid Laplace pressure (Pa),5,5.5,0.44067228299593353,0.07016134709145891,2.4236975564776344,0.385887409003024,259.48252587887623,0.880304673105929,202.26747550190794,3.786808505862995,56.984305915656904,3.8211905508234425
25,150,FDTS,film,1.5,40,up right to left pressure (Pa),5,5.5,0.5288067395951259,0.057480796316548545,2.9084370677731926,0.316144379741017,-5.643940160752351,12.182346617714304,-189.28045776959542,4.990466910897205,180.38154934721751,9.335621626003604
25,150,FDTS,film,1.5,41,up right to mid pressure (Pa),5,5.5,0.44067228299593353,0.011210084392001416,2.4236975564776344,0.06165546415600779,109.80460895759461,5.827134032317759,247.4482288623915,3.4298158843950812,136.83794025142578,8.296828236186494
25,150,FDTS,film,1.5,42,up left to mid pressure (Pa),5,5.5,0.44067228299593353,0.13049714022533934,2.4236975564776344,0.7177342712393664,405.69911899744284,5.702556315541569,163.0460273976235,18.394451869855768,232.1516760947909,15.53710116471289
25,150,FDTS,film,1.5,43,down right to left pressure (Pa),5,5.5,0.7271092669432875,0.21323539620295526,3.999100968188081,1.172794679116254,256.29365938312884,5.481451300796422,179.57307726189805,21.19490391545123,82.36353711539562,18.942366474710475
25,150,FDTS,film,1.5,44,down right to mid pressure (Pa),5,5.5,0.4627058971457316,0.07183399631915768,2.544882434301524,0.3950869797553673,107.0321999251259,10.877775603620227,274.23680398777174,4.919782372481035,143.1612884927182,10.508727261013458
25,150,FDTS,film,1.5,45,down left to mid pressure (Pa),5,5.5,0.9254117942914633,0.535756740849198,5.089764868603048,2.946662074670589,0.48157445910669594,0.2533552797572162,25.60072498771038,3.214757668748755,24.612194795799056,3.0545808943678763
25,150,FDTS,film,1.5,46,SL contact angle (deg),5,5.5,0.41863866884614254,0.019525074106054165,2.302512678653784,0.10738790758329791,148.4824012492912,0.685089976363926,167.32100269142487,0.6680561542119803,17.574538915141815,0.7953218281248443
25,150,FDTS,film,1.5,47,BL contact angle (deg),5,5.5,0.4847395112955155,0.17208802777250282,2.6660673121253353,0.9464841527487655,2.9205846340438484,0.0917339148738152,1.610294863106189,0.12097715847377569,1.767374462275236,0.14767720208278215
25,150,FDTS,film,1.5,48,SiL contact angle (deg),5,5.5,0.44067228299593353,0.006739810346661891,2.4236975564776344,0.0370689569066404,41.132594480491036,0.37539271756696474,19.954767877344615,0.4923895814099145,20.349028917629262,0.6426552813050539
25,150,FDTS,film,1.5,49,SL contact point channel dist (mm),5,5.5,0.44067228299593353,0.00796627000819156,2.4236975564776344,0.04381448504505358,0.034860758374357384,0.003078854743442328,-0.6512613439260707,0.01813307456081682,0.6861221023004281,0.017062510909043982
25,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),5,5.5,0.44067228299593353,0.01144068428032381,2.4236975564776344,0.06292376354178096,0.17416615028564547,0.0021632105839790245,0.1254853833042717,0.0013222296478450312,0.048680766981373774,0.0020712061485625823
25,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,5,5.5,0.44067228299593353,0.05451945981738664,2.4236975564776344,0.2998570289956265,143.80556329505632,16.458969897186567,424.1951716043452,7.31565052010041,265.7272310900359,19.996739734632374
25,150,FDTS,film,1.5,4,up right noz dist (mm),6,5.5,0.7491428810930856,0.3453807575614018,4.120285846011971,1.8995941665877099,0.07723129349113056,0.0016244769509452246,0.011464924807995418,0.004804688569444821,0.06266594168132077,0.005077449054892781
25,150,FDTS,film,1.5,5,up right sub dist (mm),6,5.5,0.8152437235424799,0.35259871335481513,4.483840479483639,1.9392929234514833,0.0838379750118233,0.0010461797660579742,0.1647737119904582,0.007410930650875383,0.07800234046068807,0.006800733477562353
25,150,FDTS,film,1.5,6,up right Si dist (mm),6,5.5,0.44067228299594774,0.010519549282857083,2.4236975564777126,0.057857521055713956,0.7328173446700459,0.0062700842849582345,0.5887317031869559,0.0012714152379018407,0.14550650494992529,0.006917858200261036
25,150,FDTS,film,1.5,7,up left noz dist (mm),6,5.5,0.46270589714573873,0.03816333918181594,2.544882434301563,0.2098983654999877,0.11965361499088348,0.0016470852521881857,0.05793635874236029,0.002951815224582775,0.05973166417834251,0.004162006975304482
25,150,FDTS,film,1.5,8,up left sub dist (mm),6,5.5,0.44067228299593353,0.05009701956418364,2.4236975564776344,0.27553360760301,0.02191808609197793,0.00028693536545707903,0.05454450328630357,0.0013845915107757877,0.032190409515996145,0.0014378966589863919
25,150,FDTS,film,1.5,9,up left Si dist (mm),6,5.5,0.44067228299593353,0.006311869214382799,2.4236975564776344,0.0347152806791054,0.3820288622893281,0.012108971958069325,-0.07996001992629355,0.004729880864836828,0.4619888822156216,0.014743627542049106
25,150,FDTS,film,1.5,10,up mid noz dist (mm),6,5.5,0.45168909007083613,0.015645041299578537,2.4842899953895987,0.08604772714768195,0.09714130511348701,0.0014832871509434975,0.13752233077595638,0.0016925582224830732,0.0415261293261317,0.0007070422002298921
25,150,FDTS,film,1.5,11,up mid sub dist (mm),6,5.5,0.451689090070829,0.006665059676431084,2.4842899953895596,0.03665782822037096,0.05199028415713836,0.0007962925632099312,0.01132536084550299,0.0005372587168731058,0.04184844514877248,0.000887406986399366
25,150,FDTS,film,1.5,12,up mid Si dist (mm),6,5.5,0.4627058971457245,0.018941177076140448,2.544882434301485,0.10417647391877247,0.44149277782203183,0.0021633551167377987,0.5398369458184266,0.004320024117784174,0.10063124167072951,0.004848493985617431
25,150,FDTS,film,1.5,13,down right noz dist (mm),6,5.5,0.44067228299594063,0.013035938077425391,2.4236975564776735,0.07169765942583965,0.07246735826618093,0.0007155534698078834,0.0037542473023289744,0.0010213408492968478,0.06599934041577224,0.0011482920755525616
25,150,FDTS,film,1.5,14,down right sub dist (mm),6,5.5,0.45168909007083613,0.025767528067060404,2.4842899953895987,0.1417214043688322,0.1949022235084607,0.0016935511815932484,0.08660805974446632,0.004458888692442457,0.10107414849043822,0.004598166992601459
25,150,FDTS,film,1.5,15,down right Si dist (mm),6,5.5,0.44067228299593353,0.00702558977282214,2.4236975564776344,0.03864074375052177,-0.0665295218653225,0.0009600576772381795,-0.16208845896749563,0.002320299315950356,0.0967237030349746,0.0020988108173338924
25,150,FDTS,film,1.5,16,down left noz dist (mm),6,5.5,0.44067228299593353,0.07451278599180482,2.4236975564776344,0.4098203229549265,0.038036136600529964,0.002678557351162384,0.1004652650682862,0.0035305290356902786,0.056406266245947176,0.0030891497623435444
25,150,FDTS,film,1.5,17,down left sub dist (mm),6,5.5,0.7932101093926889,0.10738552983273814,4.362655601659789,0.5906204140800597,-0.0005694059385380259,0.0008143524456620082,0.008315422175120175,0.000771934218490406,0.008995498808915665,0.0013072623816198204
25,150,FDTS,film,1.5,18,down left Si dist (mm),6,5.5,0.44067228299593353,0.06989482766923061,2.4236975564776344,0.38442155218076834,-0.21909538607003065,0.02564054861353942,-1.4613525192244892,0.006562578166884631,1.2338197150827739,0.02848160231712997
