tegdma,h (um),noz,sub,vf (mm/s),column,dep var,index,vs (mm/s),Period (s),StdEr period (s),Period (mm),StdEr period (mm),Top value,StdEr top value,Bot value,StdEr bot value,Amplitude,StdEr amplitude
25,150,FDTS,film,1.5,34,down left outer radius (mm),1,4.5,1.0025294438157513,0.6279580032692067,4.511382497170881,2.82581101471143,1128.7913131195248,1048.5527371945407,-64.46891064363697,61.3834766171542,1169.3628783843117,1008.083416509766
25,150,FDTS,film,1.5,35,down left inner radius (mm),1,4.5,0.3966050546963409,0.3902251127004698,1.784722746133534,1.756013007152114,0.18181492775157773,0.0005222841520806077,0.180720961425648,0.0005395243884429331,0.00024801666141004153,0.00021387035478777867
25,150,FDTS,film,1.5,36,down left Laplace pressure (Pa),1,4.5,,,,,222.85927319796176,0.2623263526418569,,,,
25,150,FDTS,film,1.5,37,down mid outer radius (mm),1,4.5,0.37457144054654634,0.2177875361435024,1.6855714824594585,0.9800439126457609,-9.1049755735038e9,2.1154591739248767e9,464.91845845695985,3.008414022719649e8,9.104976242126179e9,1.9684633236437972e9
25,150,FDTS,film,1.5,38,down mid inner radius (mm),1,4.5,0.3966050546963409,0.3902251127004698,1.784722746133534,1.756013007152114,0.18181492775157773,0.0005222841520806077,0.180720961425648,0.0005395243884429331,0.00024801666141004153,0.00021387035478777867
25,150,FDTS,film,1.5,39,down mid Laplace pressure (Pa),1,4.5,1.4321849197367866,0.022033614149797206,6.44483213881554,0.09915126367408743,245.8081588413374,2.526446523449639,223.17053432801495,2.758073844978875,22.35940769413287,1.163417263544158
25,150,FDTS,film,1.5,40,up right to left pressure (Pa),1,4.5,0.3855882476214427,0.018814779949092805,1.7351471142964923,0.08466650977091762,-53.7562004815388,16.492045186854348,-246.64700183044937,18.136964823198195,217.87341053846302,16.51500043241786
25,150,FDTS,film,1.5,41,up right to mid pressure (Pa),1,4.5,0.35253782639674647,0.032508884060541886,1.586420218785359,0.14628997827243848,128.19856903500346,7.186695199527177,268.4330905226201,8.880163544737467,147.9606153438341,7.384587186639404
25,150,FDTS,film,1.5,42,up left to mid pressure (Pa),1,4.5,0.2864369839473575,0.06733783946912639,1.2889664277631088,0.30302027761106876,523.8421568951018,19.19182754341464,265.15439880724375,64.80234178238122,241.8707107159721,79.19918288990922
25,150,FDTS,film,1.5,43,down right to left pressure (Pa),1,4.5,,,,,0.,9.013948471160868,,,,
25,150,FDTS,film,1.5,44,down right to mid pressure (Pa),1,4.5,1.0906639004149374,0.8482941447671744,4.907987551867219,3.8173236514522846,18.312069039219608,12.816485766026346,284.2299720883664,12.754134347032089,277.0293064413014,18.15534517568266
25,150,FDTS,film,1.5,45,down left to mid pressure (Pa),1,4.5,0.3194874051720529,0.05283475065605243,1.437693323274238,0.23775637795223592,21.127690602385087,5.516200680588511,27.727544904865482,5.365255342102721,5.237434095626583,3.241176911392176
25,150,FDTS,film,1.5,46,SL contact angle (deg),1,4.5,0.3966050546963409,0.28596579266937544,1.784722746133534,1.2868460670121895,139.10087543234562,1.1889906282388285,157.9751282317443,0.8031489145720986,18.210900796697373,1.2454341367604571
25,150,FDTS,film,1.5,47,BL contact angle (deg),1,4.5,0.3966050546963409,0.04060005793894932,1.784722746133534,0.18270026072527196,1.9417841787226109,0.022029499745316046,1.2662016003612955,0.02904077566503975,0.7591910146578278,0.034807144231727344
25,150,FDTS,film,1.5,48,SiL contact angle (deg),1,4.5,0.40762186177123994,0.094642003432219,1.8342983779705797,0.4258890154449855,67.0972056078856,0.26231177897981345,63.25931002568461,0.7232686672134795,3.067071156970428,0.7920614142300249
25,150,FDTS,film,1.5,49,SL contact point channel dist (mm),1,4.5,0.35253782639674824,0.18405359598990384,1.586420218785367,0.8282411819545673,-0.056622188599033035,0.01141629351540557,-0.10693780943439776,0.008454958026019194,0.03888025246369094,0.012298560143253829
25,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),1,4.5,0.3966050546963409,0.03814913886907118,1.784722746133534,0.17167112491082032,0.05356154116730573,0.00067193671641621,0.04469428115728011,0.0008595021850093143,0.008867260010025621,0.0007687010234416936
25,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,1,4.5,0.37457144054654457,0.09319764679376366,1.6855714824594505,0.41938941057193646,73.0102674378905,41.63046277994785,397.78513471276574,40.4885504209599,231.81375809911864,32.40117762645458
25,150,FDTS,film,1.5,4,up right noz dist (mm),2,4.5,0.5398235466700214,0.10097070467489398,2.4292059600150964,0.4543681710370229,0.10958894770527076,0.0009992917435390147,0.02273183823376676,0.0005719296586714738,0.08683669988628216,0.0009025259830525884
25,150,FDTS,film,1.5,5,up right sub dist (mm),2,4.5,0.5398235466700214,0.10694817620207478,2.4292059600150964,0.4812667929093365,0.040299023604575705,0.0011231289603825135,0.13931932352495605,0.001114912121388612,0.10053424540219587,0.0015729412435248572
25,150,FDTS,film,1.5,6,up right Si dist (mm),2,4.5,0.5508403537449169,0.037962386326699994,2.478781591852126,0.17083073847014998,0.745118923249219,0.003248223546796078,0.4569476402830392,0.015060628465350627,0.2881712829661798,0.01663666382378545
25,150,FDTS,film,1.5,7,up left noz dist (mm),2,4.5,0.5288067395951188,0.09324276187348728,2.3796303281780347,0.4195924284306927,0.11097807355564066,0.0005888560874676404,0.0757459441977272,0.0005275031283660393,0.035122986330515665,0.0008298062419651686
25,150,FDTS,film,1.5,8,up left sub dist (mm),2,4.5,0.5288067395951224,0.005321623395414667,2.3796303281780506,0.023947305279366005,0.025896040029898926,0.001128971305354764,0.04778735140422602,0.0010119124911024521,0.02117097506598589,0.0004399859469610327
25,150,FDTS,film,1.5,9,up left Si dist (mm),2,4.5,0.5288067395951206,0.032463772080942165,2.3796303281780427,0.14608697436423973,0.3454356834999719,0.007259214522606261,0.09385757932314825,0.010031563563302504,0.25157810417682364,0.008967963371945224
25,150,FDTS,film,1.5,10,up mid noz dist (mm),2,4.5,0.5508403537449169,0.024968393668754016,2.478781591852126,0.11235777150939308,0.08329916775695918,0.0010744907274241877,0.12430807722946416,0.0007193547756296757,0.042125432325339135,0.0012131992404864824
25,150,FDTS,film,1.5,11,up mid sub dist (mm),2,4.5,0.5288067395951188,0.02581939008083536,2.3796303281780347,0.11618725536375912,0.0637916335091558,0.0010399708835265198,0.020843009981948893,0.0011048851584206808,0.041890509557982715,0.0012745901128409535
25,150,FDTS,film,1.5,12,up mid Si dist (mm),2,4.5,0.5288067395951188,0.020433133170217,2.3796303281780347,0.0919490992659765,0.4369186304733623,0.004411524381979089,0.5375498721440918,0.005798585593755141,0.10520538901939902,0.004809258994142473
25,150,FDTS,film,1.5,13,down right noz dist (mm),2,4.5,0.5288067395951188,0.023088443990115212,2.3796303281780347,0.10389799795551846,0.07356673355386986,0.0008702878194290197,0.004396636127647479,0.0013114021322479929,0.06936299151977181,0.0015280483818758573
25,150,FDTS,film,1.5,14,down right sub dist (mm),2,4.5,0.5288067395951188,0.01413872668265265,2.3796303281780347,0.06362427007193693,0.19422980792667432,0.0018442938738407084,0.09109016017115865,0.0031637434713393925,0.10155443621819328,0.0034257015317711104
25,150,FDTS,film,1.5,15,down right Si dist (mm),2,4.5,0.5288067395951224,0.030826079710068125,2.3796303281780506,0.13871735869530658,-0.00876829017813878,0.0007474228438663165,-0.09784029227836372,0.006894705723634031,0.08906612833911216,0.007076559824380939
25,150,FDTS,film,1.5,16,down left noz dist (mm),2,4.5,0.5288067395951224,0.018597444589152825,2.3796303281780506,0.08368850065118771,0.026363307996515036,0.002576462496047109,0.10520128628427883,0.0014284434383389948,0.07833595135207903,0.0028877498525564918
25,150,FDTS,film,1.5,17,down left sub dist (mm),2,4.5,0.8262605306173754,0.7082682715387474,3.718172387778189,3.1872072219243632,0.0006685246224785504,0.0021280734255561796,0.02236837237375799,0.0030404527410378994,0.02066706008989469,0.0015293130208213525
25,150,FDTS,film,1.5,18,down left Si dist (mm),2,4.5,0.5288067395951259,0.05256606511167238,2.3796303281780666,0.23654729300252572,-0.1302756407616583,0.012195350928367167,-1.6488925605199396,0.056332140480846934,1.4637271515742474,0.055657524049767856
25,150,FDTS,film,1.5,19,down mid noz dist (mm),2,4.5,0.5288067395951188,0.027297983585357233,2.3796303281780347,0.12284092613410755,0.09314819938629673,0.0016287494818212037,0.004844196168121526,0.0009594784059201859,0.08812846462255068,0.001807903940158528
25,150,FDTS,film,1.5,20,down mid sub dist (mm),2,4.5,0.5288067395951188,0.07536320107176096,2.3796303281780347,0.33913440482292434,0.0016568656284202655,0.0013261812689519055,0.19859780294234133,0.0026864062384198946,0.19740242421853896,0.0016899818379110408
25,150,FDTS,film,1.5,21,down mid Si dist (mm),2,4.5,0.5288067395951259,0.008634976440512726,2.3796303281780666,0.03885739398230727,-0.00870881265156475,9.446941578060579e-6,-1.5274014375084057,0.009755731115559673,1.5186949115463713,0.009758527815357283
25,150,FDTS,film,1.5,22,up right outer radius (mm),2,4.5,0.5508403537449169,0.02109009938577676,2.478781591852126,0.09490544723599542,-0.5094390070609247,0.007389424201221038,-0.3095095037018609,0.008733573828235528,0.20200619136274223,0.012909470211379403
25,150,FDTS,film,1.5,23,up right inner radius (mm),2,4.5,2.357596714028249,0.7711764952428818,10.60918521312712,3.470294228592968,0.18009092541239832,0.0003578270752881847,0.17925584610341497,0.000674767363157028,0.0008350793089833553,0.0003242129369145542
25,150,FDTS,film,1.5,24,up right Laplace pressure (Pa),2,4.5,0.5508403537449169,0.02665530847198778,2.478781591852126,0.11994888812394501,147.84768510680897,1.3527592419005185,98.15667058783916,3.7325197065346107,48.60259317526617,4.291569981103201
25,150,FDTS,film,1.5,25,up left outer radius (mm),2,4.5,0.5288067395951224,0.08375534026335611,2.3796303281780506,0.3768990311851025,-0.2053058906183673,0.009205151595162235,-0.11576937398146175,0.003244111207658023,0.08337716525226324,0.00966285655150703
25,150,FDTS,film,1.5,26,up left inner radius (mm),2,4.5,2.357596714028249,0.7711764952428818,10.60918521312712,3.470294228592968,0.18009092541239832,0.0003578270752881847,0.17925584610341497,0.000674767363157028,0.0008350793089833553,0.0003242129369145542
25,150,FDTS,film,1.5,27,up left Laplace pressure (Pa),2,4.5,0.5288067395951206,0.03725763343814286,2.3796303281780427,0.16765935047164288,40.07383725040127,9.60352509235708,-130.08327804372897,9.379975003279974,155.87911419185576,8.628044273629298
25,150,FDTS,film,1.5,28,up mid outer radius (mm),2,4.5,0.561857160819816,0.26615989642946,2.528357223689172,1.19771953393257,0.6667503176068106,0.03401824363054143,-0.8834139980134611,0.16479219420254215,1.581371609325413,0.17979340919640158
25,150,FDTS,film,1.5,29,up mid inner radius (mm),2,4.5,2.357596714028249,0.7711764952428818,10.60918521312712,3.470294228592968,0.18009092541239832,0.0003578270752881847,0.17925584610341497,0.000674767363157028,0.0008350793089833553,0.0003242129369145542
25,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),2,4.5,0.5288067395951188,0.00929872229457656,2.3796303281780347,0.04184425032559452,194.62914316965518,6.426322100682029,426.24925212873666,3.267054375217143,233.65118238589176,6.875169881569619
25,150,FDTS,film,1.5,31,down right outer radius (mm),2,4.5,4.241470723835867,3.7567312125403443,19.086618257261403,16.905290456431548,-0.15256396414900059,0.016693654198485217,-0.7575622207738418,0.13214634962016433,0.5969918513237724,0.12169106193677573
25,150,FDTS,film,1.5,32,down right inner radius (mm),2,4.5,2.357596714028249,0.7711764952428818,10.60918521312712,3.470294228592968,0.18009092541239832,0.0003578270752881847,0.17925584610341497,0.000674767363157028,0.0008350793089833553,0.0003242129369145542
25,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),2,4.5,0.4627058971457245,0.04188619128801809,2.0821765371557603,0.1884878607960814,214.63615044023908,10.960081984681704,-56.9224165369141,8.46684520420796,234.2505355507298,10.716434164904113
25,150,FDTS,film,1.5,34,down left outer radius (mm),2,4.5,0.9033781801416652,0.14380318752671978,4.065201810637493,0.647114343870239,4.091088781229473,0.5162140118562313,-3.1828656894214316,1.4319845400144884,6.682337731844074,1.3204710884847781
25,150,FDTS,film,1.5,35,down left inner radius (mm),2,4.5,2.357596714028249,0.7711764952428818,10.60918521312712,3.470294228592968,0.18009092541239832,0.0003578270752881847,0.17925584610341497,0.000674767363157028,0.0008350793089833553,0.0003242129369145542
25,150,FDTS,film,1.5,36,down left Laplace pressure (Pa),2,4.5,0.5508403537449169,0.07145739704288917,2.478781591852126,0.32155828669300124,137.79082556665327,11.531312221575106,253.40510460101262,2.005048187014752,113.30208095436518,11.653237081988642
25,150,FDTS,film,1.5,37,down mid outer radius (mm),2,4.5,1.8398067815080275,1.178798357014127,8.279130516786124,5.304592606563571,-823.0651882795391,204806.84468343607,3.0799862523860626,22.496804667319285,825.8705423429914,204795.64334097048
25,150,FDTS,film,1.5,38,down mid inner radius (mm),2,4.5,2.357596714028249,0.7711764952428818,10.60918521312712,3.470294228592968,0.18009092541239832,0.0003578270752881847,0.17925584610341497,0.000674767363157028,0.0008350793089833553,0.0003242129369145542
25,150,FDTS,film,1.5,39,down mid Laplace pressure (Pa),2,4.5,0.5508403537449169,0.029697266080850993,2.478781591852126,0.13363769736382947,260.83451202785665,0.7712451648613282,192.1587757957472,3.0975870417381963,68.46645381622776,3.3182519973983693
25,150,FDTS,film,1.5,40,up right to left pressure (Pa),2,4.5,0.5288067395951224,0.028458803985906483,2.3796303281780506,0.12806461793657917,-96.55235325944435,11.426415758007092,-252.7270402799195,10.68829546073093,151.0320619725079,8.56250227472123
25,150,FDTS,film,1.5,41,up right to mid pressure (Pa),2,4.5,0.5288067395951188,0.02289869636968902,2.3796303281780347,0.10304413366360059,69.86629206623456,7.673474303656598,295.4051430940109,2.877096463268439,237.96761364329555,8.457356153918472
25,150,FDTS,film,1.5,42,up left to mid pressure (Pa),2,4.5,0.5288067395951206,0.02710125889370912,2.3796303281780427,0.12195566502169104,527.4274044543145,9.87148844191807,349.31744422986566,11.774156525822953,178.1099602244488,13.858571634925086
25,150,FDTS,film,1.5,43,down right to left pressure (Pa),2,4.5,0.9254117942914633,0.2013729830283071,4.164353074311585,0.906178423627382,283.59221257069703,6.613477010224853,56.72786163820745,20.692874754445278,238.05176463279224,20.128610273206867
25,150,FDTS,film,1.5,44,down right to mid pressure (Pa),2,4.5,0.5288067395951259,0.0672394148662707,2.3796303281780666,0.3025773668982182,36.100161783541296,10.95158364398692,296.26615220172937,5.272730314318642,263.56283770716783,11.444426368275193
25,150,FDTS,film,1.5,45,down left to mid pressure (Pa),2,4.5,0.5398235466700214,0.21424031339765576,2.4292059600150964,0.9640814102894509,0.2025960996841718,0.5256450243167403,69.45197512129363,13.119720876690813,69.31996569334072,13.06282837874734
25,150,FDTS,film,1.5,46,SL contact angle (deg),2,4.5,0.5288067395951188,0.00950496904325251,2.3796303281780347,0.042772360694636295,139.49104935687558,0.4611250303914358,160.96709618696377,0.7350888714919037,20.74563849588702,0.6506337818612833
25,150,FDTS,film,1.5,47,BL contact angle (deg),2,4.5,0.4847395112955297,0.07018495266073219,2.1813278008298838,0.31583228697329485,2.5537802819134456,0.041522147526575286,0.8823751015388982,0.03868329767374253,1.7244216049600962,0.045450990222013335
25,150,FDTS,film,1.5,48,SiL contact angle (deg),2,4.5,0.5288067395951259,0.029936707245313634,2.3796303281780666,0.13471518260391135,62.38067570123616,0.22033789675141777,35.18692151630546,1.1518751280640926,26.789583013559845,1.095731135245683
25,150,FDTS,film,1.5,49,SL contact point channel dist (mm),2,4.5,0.5288067395951188,0.00936547771489399,2.3796303281780347,0.042144649717022954,0.044009053071696426,0.0010281795616434951,-0.45457300793328137,0.012367127524257943,0.49629498733064303,0.012674945839384527
25,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),2,4.5,0.5288067395951188,0.043162102478880776,2.3796303281780347,0.19422946115496348,0.0763505973798645,0.0014764046676522835,0.05832435300668573,0.0006445816430881632,0.0178676703590051,0.001098887634921729
25,150,FDTS,film,1.5,51,Laplace pressure upstream to downstream,2,4.5,0.5288067395951188,0.014847236277913768,2.3796303281780347,0.06681256325061195,25.586552489507966,14.183736655031513,447.90111386530015,4.728969393928457,422.76218952996544,14.05767763861807
25,150,FDTS,film,1.5,4,up right noz dist (mm),3,4.5,0.5508403537449169,0.012779871401274678,2.478781591852126,0.05750942130573605,0.068131132477712,0.0027846597251993048,0.026539916335892512,0.0010689544468878394,0.038776917212156634,0.0027043574566250088
25,150,FDTS,film,1.5,5,up right sub dist (mm),3,4.5,0.5508403537449169,0.009900136160811186,2.478781591852126,0.04455061272365034,0.08415003447142792,0.002526045552057522,0.13214640866491026,0.001772561000602651,0.04918511186185512,0.0027507019225963673
25,150,FDTS,film,1.5,6,up right Si dist (mm),3,4.5,0.5508403537449205,0.0206969766015001,2.478781591852142,0.09313639470675045,0.7725638073412361,0.005115763256694697,0.5850237660457858,0.002134370806899691,0.18296589394678087,0.004683428132886137
25,150,FDTS,film,1.5,7,up left noz dist (mm),3,4.5,0.5508403537449169,0.0044067228299593825,2.478781591852126,0.01983025273481722,0.11463373688200393,0.0008911787339911016,0.07595565896898397,0.00048612440187956364,0.0391444169612593,0.0008648490510491994
25,150,FDTS,film,1.5,8,up left sub dist (mm),3,4.5,0.5288067395951259,0.007927450501120818,2.3796303281780666,0.03567352725504368,0.023685256152914478,0.0007523538329846019,0.04605105469551152,0.0008429517432988578,0.02200414778994774,0.0005801944812690718
25,150,FDTS,film,1.5,9,up left Si dist (mm),3,4.5,0.5508403537449169,0.0044067228299593825,2.478781591852126,0.01983025273481722,0.3408615361513024,0.013275004860871784,-0.004486588673246451,0.007776891283192364,0.34306105115021407,0.013568913083239967
25,150,FDTS,film,1.5,10,up mid noz dist (mm),3,4.5,0.561857160819816,0.014668059526464893,2.528357223689172,0.06600626786909201,0.08749490244654112,0.0010340291178433582,0.13403175176724827,0.0010404292071238992,0.045251787840092636,0.0008038287149586097
25,150,FDTS,film,1.5,11,up mid sub dist (mm),3,4.5,0.5508403537449169,0.005855494464020885,2.478781591852126,0.026349725088093984,0.059448101289143865,0.0011618431916357481,0.011704247735280662,0.0006737819985179423,0.04683900539480031,0.0010682376877686652
25,150,FDTS,film,1.5,12,up mid Si dist (mm),3,4.5,0.5508403537449169,0.01459577296150463,2.478781591852126,0.06568097832677083,0.44606692517070134,0.0026262135050821064,0.5512723141901004,0.005215515611095429,0.11435368371673804,0.006353306228978585
25,150,FDTS,film,1.5,13,down right noz dist (mm),3,4.5,0.5508403537449169,0.01892934007233354,2.478781591852126,0.08518203032550094,0.08001194956370264,0.0015649062198086546,0.005136438779161921,0.0007521562622189636,0.0772477748904768,0.001981069467169382
25,150,FDTS,film,1.5,14,down right sub dist (mm),3,4.5,0.5508403537449169,0.012057778573425278,2.478781591852126,0.054260003580413746,0.19948247142205372,0.002456482347028392,0.07959903767359075,0.0018985707519968624,0.11944422904533919,0.002078894439702446
25,150,FDTS,film,1.5,15,down right Si dist (mm),3,4.5,0.5288067395951259,0.02092399918071929,2.3796303281780666,0.0941579963132368,-0.012833121864380868,0.0013655510215527052,-0.10880273682663577,0.0019604304825042614,0.09665098320893906,0.00212192959911853
25,150,FDTS,film,1.5,16,down left noz dist (mm),3,4.5,0.572873967894715,0.05746592056480607,2.5779328555262175,0.2585966425416273,0.03249948911999339,0.003264070855250312,0.10687673948356977,0.0012450493422858733,0.07554687394714518,0.003347371421499582
25,150,FDTS,film,1.5,17,down left sub dist (mm),3,4.5,0.572873967894715,0.10847538422283975,2.5779328555262175,0.4881392290027789,-0.0006401627695811726,0.0004942370157932735,0.011578377747433349,0.0013803697540476162,0.011297148378365842,0.0013537416175319885
25,150,FDTS,film,1.5,18,down left Si dist (mm),3,4.5,0.5508403537449169,0.04389200999811994,2.478781591852126,0.1975140449915397,-0.14857223015633636,0.007055970732079781,-1.5757062029412272,0.058976571843505535,1.4385693411565645,0.06056248961207267
25,150,FDTS,film,1.5,19,down mid noz dist (mm),3,4.5,0.5288067395951224,0.019415939013414155,2.3796303281780506,0.0873717255603637,0.10081201730050948,0.0016645815056746123,0.006214258700279427,0.001440585302938536,0.09209979533639168,0.0018709904746029475
25,150,FDTS,film,1.5,20,down mid sub dist (mm),3,4.5,0.572873967894715,0.08505764714434146,2.5779328555262175,0.38275941214953657,-0.0011223189272798156,0.002486678343177117,0.2122289859838049,0.004126900346296662,0.2138630519593031,0.005224214117770053
25,150,FDTS,film,1.5,21,down mid Si dist (mm),3,4.5,0.5508403537449169,0.005577969390917036,2.478781591852126,0.025100862259126663,-0.008608489409144706,0.00001280360533366466,-1.4624358744041903,0.007447916811890284,1.4537768711519163,0.007444475524893333
25,150,FDTS,film,1.5,22,up right outer radius (mm),3,4.5,0.5398235466700214,0.027584787614286132,2.4292059600150964,0.12413154426428759,-0.6119369248035744,0.009664772367604354,-0.3775708451450128,0.005018502499731392,0.23409525911162055,0.006769260954286494
25,150,FDTS,film,1.5,23,up right inner radius (mm),3,4.5,0.5508403537449169,0.14445921534651404,2.478781591852126,0.6500664690593132,0.1787786775730135,0.00031816287390150046,0.17856462835205097,0.0003216369829600166,0.00022883333666125216,0.00002498501469952416
25,150,FDTS,film,1.5,24,up right Laplace pressure (Pa),3,4.5,0.5508403537449169,0.03277288273224487,2.478781591852126,0.14747797229510193,158.23217997905743,1.4584800765138444,119.33050294948299,1.4918297059063668,39.5235700048208,1.046687519859388
25,150,FDTS,film,1.5,25,up left outer radius (mm),3,4.5,0.5398235466700214,0.06019453047634156,2.4292059600150964,0.27087538714353704,-0.2700964745470506,0.01095533416067692,-0.13589225072566413,0.0023108210932996673,0.13420422382138647,0.010086041401185186
25,150,FDTS,film,1.5,26,up left inner radius (mm),3,4.5,0.5508403537449169,0.14445921534651404,2.478781591852126,0.6500664690593132,0.1787786775730135,0.00031816287390150046,0.17856462835205097,0.0003216369829600166,0.00022883333666125216,0.00002498501469952416
25,150,FDTS,film,1.5,27,up left Laplace pressure (Pa),3,4.5,0.5398235466700214,0.04086224435940084,2.4292059600150964,0.18388009961730378,91.26372307488296,11.38950744363297,-70.70850313246595,3.9118890632884664,148.81849304071687,10.491225862745866
25,150,FDTS,film,1.5,28,up mid outer radius (mm),3,4.5,0.5838907749696141,0.22352628263437746,2.6275084873632633,1.0058682718546985,0.8599710580769457,1.6081394314672126,-1.1367440959958035,0.1470103247890238,2.317765457515523,1.4763564691864404
25,150,FDTS,film,1.5,29,up mid inner radius (mm),3,4.5,0.5508403537449169,0.14445921534651404,2.478781591852126,0.6500664690593132,0.1787786775730135,0.00031816287390150046,0.17856462835205097,0.0003216369829600166,0.00022883333666125216,0.00002498501469952416
25,150,FDTS,film,1.5,30,up mid Laplace pressure (Pa),3,4.5,0.5508403537449169,0.014668059526464371,2.478781591852126,0.06600626786908967,195.84048217502075,3.578419339153925,422.22109749496616,2.1078334735087045,229.48201082482194,3.887265030731159
25,150,FDTS,film,1.5,31,down right outer radius (mm),3,4.5,0.5067731254453243,0.03520236806643496,2.280479064503959,0.15841065629895731,-0.1501896814952034,0.0016642246089062858,-0.3063253945216251,0.019727894290117776,0.1568383694954023,0.019214911337707738
25,150,FDTS,film,1.5,32,down right inner radius (mm),3,4.5,0.5508403537449169,0.14445921534651404,2.478781591852126,0.6500664690593132,0.1787786775730135,0.00031816287390150046,0.17856462835205097,0.0003216369829600166,0.00022883333666125216,0.00002498501469952416
25,150,FDTS,film,1.5,33,down right Laplace pressure (Pa),3,4.5,0.5508403537449169,0.04588295678181206,2.478781591852126,0.2064733055181543,132.6639436766039,10.484970812507912,-43.6629557971791,4.369945981088133,169.7339937245223,9.610564125253314
25,150,FDTS,film,1.5,34,down left outer radius (mm),3,4.5,0.9254117942914633,0.13661075733414252,4.164353074311585,0.6147484080036414,5.123349073953683,0.9401598747911427,-2.5636123854568913,0.9657176024002763,9.60352066404743,1.0061007608500383
25,150,FDTS,film,1.5,35,down left inner radius (mm),3,4.5,0.5508403537449169,0.14445921534651404,2.478781591852126,0.6500664690593132,0.1787786775730135,0.00031816287390150046,0.17856462835205097,0.0003216369829600166,0.00022883333666125216,0.00002498501469952416
25,150,FDTS,film,1.5,36,down left Laplace pressure (Pa),3,4.5,1.1016807074898338,0.24310445851212353,4.957563183704252,1.093970063304556,161.16185324626025,13.584801431954938,254.77665659589366,2.221811154354356,96.83157602996091,14.258779081621624
25,150,FDTS,film,1.5,37,down mid outer radius (mm),3,4.5,0.5508403537449169,0.08137334675415907,2.478781591852126,0.3661800603937158,-1.4660644812182952,0.10686072359731137,3.1170823545630943,0.11792790373895505,4.587750468836446,0.1863197849181626
25,150,FDTS,film,1.5,38,down mid inner radius (mm),3,4.5,0.5508403537449169,0.14445921534651404,2.478781591852126,0.6500664690593132,0.1787786775730135,0.00031816287390150046,0.17856462835205097,0.0003216369829600166,0.00022883333666125216,0.00002498501469952416
25,150,FDTS,film,1.5,39,down mid Laplace pressure (Pa),3,4.5,0.5508403537449169,0.031210736077159348,2.478781591852126,0.14044831234721705,261.98575824946965,0.5246862637221189,186.57472437824157,1.888483895975955,74.91028028289351,1.8435180462043947
25,150,FDTS,film,1.5,40,up right to left pressure (Pa),3,4.5,0.5508403537449169,0.012676311505847575,2.478781591852126,0.05704340177631409,-60.00204459807355,11.54808108882168,-215.83735016749955,4.179824631355595,155.6609290849728,11.158759891280004
25,150,FDTS,film,1.5,41,up right to mid pressure (Pa),3,4.5,0.5508403537449169,0.015323426314653983,2.478781591852126,0.06895541841594292,53.325287918427705,4.812964774508103,271.15314875009074,2.645074372311283,220.03450373288516,4.412525744026101
25,150,FDTS,film,1.5,42,up left to mid pressure (Pa),3,4.5,0.5618571608198195,0.06877500911147189,2.528357223689188,0.30948754100162346,463.7385035719882,4.038106029702065,251.5851550745805,13.699409482240336,223.57847592686707,12.686198793020843
25,150,FDTS,film,1.5,43,down right to left pressure (Pa),3,4.5,0.6169411961943112,0.11898996521274731,2.7762353828744004,0.5354548434573629,272.1996718354294,13.231218657091171,93.50217547297656,16.14144878899671,166.81444545816038,13.556839629590485
25,150,FDTS,film,1.5,44,down right to mid pressure (Pa),3,4.5,0.5288067395951224,0.06228394531167162,2.3796303281780506,0.2802777539025223,37.29676250701357,13.398948085006475,285.73193273256453,3.929050037867642,229.98274137496512,12.43503427583127
25,150,FDTS,film,1.5,45,down left to mid pressure (Pa),3,4.5,0.5618571608198195,0.16557820827807643,2.528357223689188,0.7451019372513439,0.21824407432492876,0.963424069683948,37.31485611705534,5.024970453215425,36.24773586795695,5.245762227430462
25,150,FDTS,film,1.5,46,SL contact angle (deg),3,4.5,0.5508403537449169,0.0072478951805445575,2.478781591852126,0.03261552831245051,144.21271068443514,0.2662463533682055,165.5833884044826,0.5223673937834981,21.069335257040876,0.4940946717054457
25,150,FDTS,film,1.5,47,BL contact angle (deg),3,4.5,0.5508403537449169,0.10767053943924272,2.478781591852126,0.48451742747659227,2.700141505950777,0.11651891294150157,0.8576781878337962,0.03310370786844331,1.8345255040611712,0.10118606947460648
25,150,FDTS,film,1.5,48,SiL contact angle (deg),3,4.5,0.5508403537449169,0.03188959909629477,2.478781591852126,0.14350319593332644,57.98209448051353,0.16695153669258164,24.23450625232429,0.7063094671441865,34.01708491334132,0.6652356223836952
25,150,FDTS,film,1.5,49,SL contact point channel dist (mm),3,4.5,0.5508403537449169,0.007247895180544345,2.478781591852126,0.03261552831244955,0.04858320042036594,0.0006903211107479976,-0.5506301022553413,0.00980966537622283,0.6037874500243767,0.010182987392317976
25,150,FDTS,film,1.5,50,SiL contact point nozzle dist (mm),3,4.5,1.3440504631375987,0.3583201329329143,6.048227084119194,1.6124405981981145,0.0974544068293187,0.003268686940388433,0.07081476521006179,0.000738591911800221,0.025914437877999408,0.0029938977942048106
